VEHICLE INFORMATION
Type	Number	Capacity	Endurance	 Speed	 Unit cost
Truck	    2	      500	     8.00	   35	   1.000
Drone	    2	       30	     1.00	   70	   0.200

CUSTOMER INFORMATION
Id 	X	Y	Demand_D	Demand_P
0  	20.00	20.00	    0.00	    0.00
1  	2.40	14.27	   10.00	   13.00
2  	14.70	32.73	   19.00	    5.00
3  	30.81	13.92	   11.00	   11.00
4  	14.27	30.78	    6.00	    2.00
5  	34.96	22.07	    6.00	    5.00
6  	13.91	29.77	    3.00	    4.00
7  	3.68	33.30	    1.00	    1.00
8  	15.66	29.30	    5.00	    0.00
9  	3.00	5.13	    0.00	    9.00
10 	8.52	38.36	    9.00	   10.00
11 	20.00	20.00	    0.00	    0.00

Distance For Drone
    0	    1	    18.5
    0	    2	    13.8
    0	    3	    12.4
    0	    4	    12.2
    0	    5	    15.1
    0	    6	    11.5
    0	    7	    21.1
    0	    8	    10.3
    0	    9	    22.6
    0	   10	    21.7
    1	    2	    22.2
    1	    3	    28.4
    1	    4	    20.3
    1	    5	    33.5
    1	    6	    19.3
    1	    7	    19.1
    1	    8	    20.0
    1	    9	     9.2
    1	   10	    24.9
    1	   11	    18.5
    2	    1	    22.2
    2	    3	    24.8
    2	    4	     2.0
    2	    5	    22.9
    2	    6	     3.1
    2	    7	    11.0
    2	    8	     3.6
    2	    9	    30.0
    2	   10	     8.4
    2	   11	    13.8
    3	    1	    28.4
    3	    2	    24.8
    3	    4	    23.6
    3	    5	     9.1
    3	    6	    23.2
    3	    7	    33.3
    3	    8	    21.6
    3	    9	    29.2
    3	   10	    33.1
    3	   11	    12.4
    4	    1	    20.3
    4	    2	     2.0
    4	    3	    23.6
    4	    5	    22.4
    4	    6	     1.1
    4	    7	    10.9
    4	    8	     2.0
    4	    9	    28.0
    4	   10	     9.5
    4	   11	    12.2
    5	    1	    33.5
    5	    2	    22.9
    5	    3	     9.1
    5	    4	    22.4
    5	    6	    22.4
    5	    7	    33.2
    5	    8	    20.6
    5	    9	    36.2
    5	   10	    31.1
    5	   11	    15.1
