VEHICLE INFORMATION
Type	Number	Capacity	Endurance	 Speed	 Unit cost
Truck	    2	      500	     8.00	   35	   1.000
Drone	    1	       30	     1.00	   70	   0.200

CUSTOMER INFORMATION
Id 	X	Y	Demand_D	Demand_P
0  	15.00	15.00	    0.00	    0.00
1  	0.38	16.76	   10.00	    8.00
2  	11.60	25.44	   19.00	    9.00
3  	26.08	16.09	   98.00	   71.00
4  	7.76	7.30	   11.00	    3.00
5  	19.60	13.94	   23.00	   18.00
6  	1.96	19.69	   11.00	   24.00
7  	3.17	16.01	    7.00	    3.00
8  	11.35	29.72	   19.00	    3.00
9  	13.46	15.12	   51.00	   42.00
10 	0.61	16.92	    8.00	    5.00
11 	16.32	26.98	   68.00	   41.00
12 	11.70	19.19	   15.00	   16.00
13 	22.58	7.43	    2.00	   11.00
14 	17.27	11.51	    3.00	    0.00
15 	7.12	4.25	   10.00	    5.00
16 	21.72	23.43	    3.00	   22.00
17 	8.08	14.83	    8.00	    1.00
18 	5.77	20.98	    7.00	   22.00
19 	8.84	16.21	    7.00	   19.00
20 	23.26	11.85	    0.00	    7.00
21 	9.44	16.24	    3.00	   16.00
22 	9.56	19.85	   17.00	   14.00
23 	12.97	6.51	   20.00	    2.00
24 	15.57	14.85	   22.00	    0.00
25 	3.51	18.54	   22.00	   20.00
26 	15.00	15.00	    0.00	    0.00

Distance For Drone
    0	    1	    14.7
    0	    2	    11.0
    0	    3	    11.1
    0	    4	    10.6
    0	    5	     4.7
    0	    6	    13.9
    0	    7	    11.9
    0	    8	    15.2
    0	    9	     1.5
    0	   10	    14.5
    0	   11	    12.1
    0	   12	     5.3
    0	   13	    10.7
    0	   14	     4.2
    0	   15	    13.3
    0	   16	    10.8
    0	   17	     6.9
    0	   18	    11.0
    0	   19	     6.3
    0	   20	     8.8
    0	   21	     5.7
    0	   22	     7.3
    0	   23	     8.7
    0	   24	     0.6
    0	   25	    12.0
    1	    2	    14.2
    1	    3	    25.7
    1	    4	    12.0
    1	    5	    19.4
    1	    6	     3.3
    1	    7	     2.9
    1	    8	    17.0
    1	    9	    13.2
    1	   10	     0.3
    1	   11	    18.9
    1	   12	    11.6
    1	   13	    24.1
    1	   14	    17.7
    1	   15	    14.2
    1	   16	    22.4
    1	   17	     7.9
    1	   18	     6.8
    1	   19	     8.5
    1	   20	    23.4
    1	   21	     9.1
    1	   22	     9.7
    1	   23	    16.2
    1	   24	    15.3
    1	   25	     3.6
    1	   26	    14.7
    2	    1	    14.2
    2	    3	    17.2
    2	    4	    18.5
    2	    5	    14.0
    2	    6	    11.2
    2	    7	    12.6
    2	    8	     4.3
    2	    9	    10.5
    2	   10	    13.9
    2	   11	     5.0
    2	   12	     6.3
    2	   13	    21.1
    2	   14	    15.0
    2	   15	    21.7
    2	   16	    10.3
    2	   17	    11.2
    2	   18	     7.3
    2	   19	     9.6
    2	   20	    17.9
    2	   21	     9.5
    2	   22	     6.0
    2	   23	    19.0
    2	   24	    11.3
    2	   25	    10.6
    2	   26	    11.0
    3	    1	    25.7
    3	    2	    17.2
    3	    4	    20.3
    3	    5	     6.8
    3	    6	    24.4
    3	    7	    22.9
    3	    8	    20.1
    3	    9	    12.7
    3	   10	    25.5
    3	   11	    14.6
    3	   12	    14.7
    3	   13	     9.3
    3	   14	     9.9
    3	   15	    22.4
    3	   16	     8.5
    3	   17	    18.0
    3	   18	    20.9
    3	   19	    17.2
    3	   20	     5.1
    3	   21	    16.6
    3	   22	    16.9
    3	   23	    16.2
    3	   24	    10.6
    3	   25	    22.7
    3	   26	    11.1
    4	    1	    12.0
    4	    2	    18.5
    4	    3	    20.3
    4	    5	    13.6
    4	    6	    13.7
    4	    7	     9.8
    4	    8	    22.7
    4	    9	     9.7
    4	   10	    12.0
    4	   11	    21.5
    4	   12	    12.5
    4	   13	    14.8
    4	   14	    10.4
    4	   15	     3.1
    4	   16	    21.3
    4	   17	     7.5
    4	   18	    13.8
    4	   19	     9.0
    4	   20	    16.2
    4	   21	     9.1
    4	   22	    12.7
    4	   23	     5.3
    4	   24	    10.9
    4	   25	    12.0
    4	   26	    10.6
    5	    1	    19.4
    5	    2	    14.0
    5	    3	     6.8
    5	    4	    13.6
    5	    6	    18.6
    5	    7	    16.6
    5	    8	    17.8
    5	    9	     6.3
    5	   10	    19.2
    5	   11	    13.4
    5	   12	     9.5
    5	   13	     7.2
    5	   14	     3.4
    5	   15	    15.8
    5	   16	     9.7
    5	   17	    11.6
    5	   18	    15.5
    5	   19	    11.0
    5	   20	     4.2
    5	   21	    10.4
    5	   22	    11.7
    5	   23	    10.0
    5	   24	     4.1
    5	   25	    16.7
    5	   26	     4.7
    6	    1	     3.3
    6	    2	    11.2
    6	    3	    24.4
    6	    4	    13.7
    6	    5	    18.6
    6	    7	     3.9
    6	    8	    13.7
    6	    9	    12.4
    6	   10	     3.1
    6	   11	    16.1
    6	   12	     9.8
    6	   13	    24.0
    6	   14	    17.4
    6	   15	    16.3
    6	   16	    20.1
    6	   17	     7.8
    6	   18	     4.0
    6	   19	     7.7
    6	   20	    22.7
    6	   21	     8.2
    6	   22	     7.6
    6	   23	    17.2
    6	   24	    14.4
    6	   25	     1.9
    6	   26	    13.9
    7	    1	     2.9
    7	    2	    12.6
    7	    3	    22.9
    7	    4	     9.8
    7	    5	    16.6
    7	    6	     3.9
    7	    8	    16.0
    7	    9	    10.3
    7	   10	     2.7
    7	   11	    17.1
    7	   12	     9.1
    7	   13	    21.2
    7	   14	    14.8
    7	   15	    12.4
    7	   16	    20.0
    7	   17	     5.0
    7	   18	     5.6
    7	   19	     5.7
    7	   20	    20.5
    7	   21	     6.3
    7	   22	     7.5
    7	   23	    13.6
    7	   24	    12.5
    7	   25	     2.6
    7	   26	    11.9
    8	    1	    17.0
    8	    2	     4.3
    8	    3	    20.1
    8	    4	    22.7
    8	    5	    17.8
    8	    6	    13.7
    8	    7	    16.0
    8	    9	    14.8
    8	   10	    16.7
    8	   11	     5.7
    8	   12	    10.5
    8	   13	    25.0
    8	   14	    19.1
    8	   15	    25.8
    8	   16	    12.1
    8	   17	    15.2
    8	   18	    10.4
    8	   19	    13.7
    8	   20	    21.5
    8	   21	    13.6
    8	   22	    10.0
    8	   23	    23.3
    8	   24	    15.5
    8	   25	    13.7
    8	   26	    15.2
    9	    1	    13.2
    9	    2	    10.5
    9	    3	    12.7
    9	    4	     9.7
    9	    5	     6.3
    9	    6	    12.4
    9	    7	    10.3
    9	    8	    14.8
    9	   10	    13.0
    9	   11	    12.2
    9	   12	     4.4
    9	   13	    11.9
    9	   14	     5.2
    9	   15	    12.6
    9	   16	    11.7
    9	   17	     5.4
    9	   18	     9.7
    9	   19	     4.7
    9	   20	    10.3
    9	   21	     4.2
    9	   22	     6.1
    9	   23	     8.6
    9	   24	     2.1
    9	   25	    10.5
    9	   26	     1.5
   10	    1	     0.3
   10	    2	    13.9
   10	    3	    25.5
   10	    4	    12.0
   10	    5	    19.2
   10	    6	     3.1
   10	    7	     2.7
   10	    8	    16.7
   10	    9	    13.0
   10	   11	    18.7
   10	   12	    11.3
   10	   13	    23.9
   10	   14	    17.5
   10	   15	    14.2
   10	   16	    22.1
   10	   17	     7.8
   10	   18	     6.6
   10	   19	     8.3
   10	   20	    23.2
   10	   21	     8.9
   10	   22	     9.4
   10	   23	    16.2
   10	   24	    15.1
   10	   25	     3.3
   10	   26	    14.5
   11	    1	    18.9
   11	    2	     5.0
   11	    3	    14.6
   11	    4	    21.5
   11	    5	    13.4
   11	    6	    16.1
   11	    7	    17.1
   11	    8	     5.7
