VEHICLE	DRONE						
NUMBER	NUMBER						
7	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	1000	0	0
1	41	49	21	190	974	5	0.38
2	35	17	34	18	792	5	0.57
3	55	45	15	289	822	5	0.36
4	55	20	11	679	800	5	0.38
5	15	30	11	20	906	5	0.57
6	25	30	13	355	574	5	0.57
7	20	50	31	72	669	5	0.38
8	10	43	39	393	492	5	0.57
9	55	60	32	394	503	5	0.57
10	30	60	17	517	692	5	0.36
11	20	65	33	206	325	5	0.38
12	50	35	39	15	725	5	0.57
13	30	25	19	694	823	5	0.38
14	15	10	37	32	694	5	0.57
15	30	5	12	176	299	5	0.36
16	10	20	34	102	543	5	0.57
17	5	30	14	673	930	5	0.36
18	20	40	33	229	582	5	0.38
19	15	60	26	95	552	5	0.57
20	45	65	24	418	829	5	0.57
21	45	20	38	18	727	5	0.38
22	45	10	13	349	554	5	0.57
23	55	5	32	206	325	5	0.38
24	65	35	27	435	960	5	0.57
25	65	20	20	826	956	5	0.36
26	45	30	29	328	927	5	0.38
27	35	40	10	44	315	5	0.57
28	41	37	25	6	526	5	0.57
29	64	42	33	29	513	5	0.36
30	40	60	17	199	414	5	0.38
31	31	52	29	17	744	5	0.57
32	35	69	19	482	955	5	0.38
33	53	52	34	24	299	5	0.57
34	65	55	24	265	878	5	0.36
35	63	65	33	626	873	5	0.38
36	2	60	33	41	328	5	0.57
37	20	20	15	339	960	5	0.57
38	5	5	26	298	409	5	0.36
39	60	12	29	33	344	5	0.38
40	40	25	18	300	497	5	0.57
41	42	7	28	336	571	5	0.38
42	24	12	17	25	292	5	0.57
43	23	3	35	458	867	5	0.36
44	11	14	12	230	343	5	0.57
45	6	38	16	29	309	5	0.38
46	2	48	15	338	805	5	0.57
47	8	56	35	34	602	5	0.36
48	13	52	28	200	962	5	0.57
49	6	68	14	441	600	5	0.38
50	47	47	35	272	917	5	0.57
51	49	58	10	176	625	10	2
52	27	43	9	11	748	10	2
53	37	31	14	403	500	10	2
54	57	29	18	475	900	10	2
55	63	23	2	620	739	10	2
56	53	12	6	525	752	10	2
57	32	12	7	246	705	10	2
58	36	26	18	854	980	10	2
59	21	24	28	17	972	10	2
60	17	34	3	449	971	10	2
61	12	24	13	126	541	10	2
62	24	58	19	168	297	10	2
63	27	69	10	34	588	10	2
64	15	77	9	154	393	10	2
65	62	77	20	49	308	10	2
66	49	73	25	532	753	10	2
67	67	5	25	291	404	10	2
68	56	39	36	577	812	10	2
69	37	47	6	165	290	10	2
70	37	56	5	668	968	10	2
71	57	68	15	98	537	10	2
72	47	16	25	22	915	10	2
73	44	17	9	143	564	10	2
74	46	13	82	681	802	10	2
75	49	11	99	27	711	10	2
76	49	42	81	281	382	10	2
77	53	43	52	821	948	10	2
78	61	52	93	324	559	10	2
79	57	48	97	377	476	10	2
80	56	37	72	719	968	10	2
81	55	54	77	268	599	10	2
82	15	47	72	23	761	10	2
83	14	37	79	21	842	10	2
84	11	31	98	425	522	10	2
85	16	22	97	110	727	10	2
86	4	18	62	230	623	10	2
87	28	18	99	397	470	10	2
88	26	52	84	219	448	10	2
89	26	35	81	409	981	10	2
90	31	67	80	225	654	10	2
91	15	19	99	222	964	10	2
92	22	22	72	18	159	10	2
93	18	24	99	691	969	10	2
94	26	27	61	190	749	10	2
95	25	24	72	14	793	10	2
96	22	27	55	344	953	10	2
97	25	21	87	462	823	10	2
98	19	21	73	21	748	10	2
99	20	26	75	328	437	10	2
100	18	18	74	821	965	10	2
							
