VEHICLE	DRONE						
NUMBER	NUMBER						
10	7						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	1236	0	0
1	45	68	13	885	994	45	0.36
2	45	70	32	802	893	45	0.57
3	42	66	30	25	186	45	0.36
4	42	68	15	699	810	45	0.38
5	42	65	27	15	120	45	0.57
6	40	69	29	580	743	45	0.38
7	40	66	40	142	253	45	0.38
8	38	68	26	220	359	45	0.57
9	38	70	15	499	640	45	0.57
10	35	66	38	331	436	45	0.36
11	35	69	29	420	533	45	0.38
12	25	85	12	617	756	45	0.38
13	22	75	28	30	155	45	0.57
14	22	85	39	541	646	45	0.57
15	20	80	30	362	451	45	0.36
16	20	85	39	448	555	45	0.38
17	18	75	31	75	172	45	0.57
18	15	75	31	142	291	45	0.38
19	15	80	11	244	379	45	0.57
20	30	50	37	10	137	45	0.36
21	30	52	12	888	991	45	0.38
22	28	52	16	776	919	45	0.57
23	28	55	10	709	800	45	0.38
24	25	50	13	25	184	45	0.57
25	25	52	21	142	251	45	0.36
26	25	55	34	582	741	45	0.38
27	23	52	14	234	343	45	0.57
28	23	55	24	523	616	45	0.57
29	20	50	21	335	428	45	0.36
30	20	55	32	422	531	45	0.38
31	10	35	20	181	256	45	0.57
32	10	40	12	31	170	45	0.57
33	8	40	10	52	193	45	0.36
34	8	45	28	719	848	45	0.38
35	5	35	29	252	375	45	0.57
36	5	45	39	639	742	45	0.38
37	2	40	13	357	460	45	0.57
38	0	40	29	457	544	45	0.36
39	0	45	14	538	653	45	0.38
40	35	30	34	236	349	45	0.57
41	35	32	13	132	269	45	0.38
42	33	32	24	27	190	45	0.57
43	33	35	33	16	144	45	0.36
44	32	30	19	332	439	45	0.57
45	30	30	26	512	629	45	0.38
46	30	32	19	417	540	45	0.57
47	30	35	20	982	1127	45	0.36
48	28	30	29	601	724	45	0.57
49	28	35	40	969	1098	45	0.38
50	26	32	14	783	912	45	0.57
51	25	30	10	695	816	90	2
52	25	35	10	883	998	90	2
53	44	5	20	255	378	90	2
54	42	10	40	150	293	90	2
55	42	15	10	63	190	90	2
56	40	5	30	359	462	90	2
57	40	15	40	35	140	90	2
58	38	5	30	439	566	90	2
59	38	15	10	607	784	90	2
60	35	5	20	529	662	90	2
61	50	30	10	491	650	90	2
62	50	35	20	235	344	90	2
63	50	40	50	147	242	90	2
64	48	30	10	601	724	90	2
65	48	40	10	50	155	90	2
66	47	35	10	802	899	90	2
67	47	40	10	12	143	90	2
68	45	30	10	712	799	90	2
69	45	35	10	889	996	90	2
70	95	30	30	353	490	90	2
71	95	35	20	260	393	90	2
72	53	30	10	422	533	90	2
73	92	30	10	442	587	90	2
74	53	35	58	323	442	90	2
75	45	65	51	962	1103	90	2
76	90	35	85	175	288	90	2
77	88	30	93	539	678	90	2
78	88	35	81	78	201	90	2
79	87	30	88	636	763	90	2
80	85	25	80	744	845	90	2
81	85	35	64	47	201	90	2
82	75	55	76	344	445	90	2
83	72	55	89	228	375	90	2
84	70	58	82	425	556	90	2
85	68	60	87	527	640	90	2
86	66	55	85	141	270	90	2
87	65	55	62	56	173	90	2
88	65	60	74	614	739	90	2
89	63	58	89	705	834	90	2
90	60	55	95	20	148	90	2
91	60	60	56	809	916	90	2
92	67	85	60	331	478	90	2
93	65	85	77	453	540	90	2
94	65	82	66	260	361	90	2
95	62	80	65	174	261	90	2
96	60	80	62	64	187	90	2
97	60	85	61	531	652	90	2
98	58	75	71	30	139	90	2
99	55	80	61	705	858	90	2
100	55	85	87	608	765	90	2
