VEHICLE	DRONE						
NUMBER	NUMBER						
12	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	1000	0	0
1	41	49	15	451	974	5	0.36
2	35	17	12	18	534	5	0.57
3	55	45	23	378	733	5	0.36
4	55	20	15	477	965	5	0.38
5	15	30	22	20	610	5	0.57
6	25	30	35	245	684	5	0.38
7	20	50	31	172	569	5	0.38
8	10	43	25	245	640	5	0.57
9	55	60	20	231	666	5	0.57
10	30	60	39	430	779	5	0.36
11	20	65	31	33	511	5	0.38
12	50	35	24	50	523	5	0.38
13	30	25	39	462	978	5	0.57
14	15	10	20	32	694	5	0.57
15	30	5	40	30	519	5	0.36
16	10	20	29	102	543	5	0.38
17	5	30	20	444	959	5	0.57
18	20	40	19	229	582	5	0.38
19	15	60	36	95	552	5	0.57
20	45	65	30	418	829	5	0.36
21	45	20	28	36	509	5	0.38
22	45	10	10	246	657	5	0.57
23	55	5	10	36	514	5	0.38
24	65	35	35	435	960	5	0.57
25	65	20	12	438	956	5	0.36
26	45	30	30	428	827	5	0.38
27	35	40	23	5	548	5	0.57
28	41	37	36	6	526	5	0.57
29	64	42	39	29	513	5	0.36
30	40	60	35	91	522	5	0.38
31	31	52	12	17	501	5	0.57
32	35	69	34	482	955	5	0.57
33	53	52	15	24	575	5	0.36
34	65	55	18	367	776	5	0.38
35	63	65	32	453	948	5	0.57
36	2	60	36	41	615	5	0.38
37	20	20	23	443	856	5	0.57
38	5	5	15	130	577	5	0.36
39	60	12	15	33	655	5	0.38
40	40	25	33	201	596	5	0.57
41	42	7	32	219	688	5	0.38
42	24	12	16	25	560	5	0.57
43	23	3	17	458	867	5	0.36
44	11	14	24	59	514	5	0.57
45	6	38	34	29	589	5	0.38
46	2	48	35	338	805	5	0.57
47	8	56	40	34	602	5	0.36
48	13	52	18	454	962	5	0.57
49	6	68	12	362	679	5	0.38
50	47	47	34	379	810	5	0.57
51	49	58	10	176	625	10	2
52	27	43	9	11	502	10	2
53	37	31	14	256	647	10	2
54	57	29	18	475	900	10	2
55	63	23	2	441	918	10	2
56	53	12	6	412	865	10	2
57	32	12	7	246	705	10	2
58	36	26	18	479	980	10	2
59	21	24	28	17	681	10	2
60	17	34	3	449	971	10	2
61	12	24	13	126	541	10	2
62	24	58	19	25	544	10	2
63	27	69	10	34	588	10	2
64	15	77	9	46	524	10	2
65	62	77	20	49	568	10	2
66	49	73	25	421	864	10	2
67	67	5	25	120	575	10	2
68	56	39	36	459	930	10	2
69	37	47	6	12	513	10	2
70	37	56	5	368	968	10	2
71	57	68	15	98	537	10	2
72	47	16	25	22	617	10	2
73	44	17	9	143	564	10	2
74	46	13	98	482	965	10	2
75	49	11	67	62	519	10	2
76	49	42	65	129	534	10	2
77	53	43	60	460	970	10	2
78	61	52	63	207	676	10	2
79	57	48	60	230	623	10	2
80	56	37	64	470	968	10	2
81	55	54	57	268	599	10	2
82	15	47	58	23	515	10	2
83	14	37	71	21	568	10	2
84	11	31	81	278	669	10	2
85	16	22	54	213	624	10	2
86	4	18	95	230	623	10	2
87	28	18	96	287	580	10	2
88	26	52	99	104	563	10	2
89	26	35	70	409	981	10	2
90	31	67	52	225	654	10	2
91	15	19	75	469	964	10	2
92	22	22	67	18	585	10	2
93	18	24	94	414	969	10	2
94	26	27	62	283	656	10	2
95	25	24	90	14	533	10	2
96	22	27	86	445	852	10	2
97	25	21	94	462	823	10	2
98	19	21	78	21	506	10	2
99	20	26	66	164	601	10	2
100	18	18	68	391	965	10	2
							
