VEHICLE	DRONE						
NUMBER	NUMBER						
8	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	15	161	171	5	0.38
2	35	17	16	50	60	5	0.57
3	55	45	18	116	126	5	0.36
4	55	20	39	149	159	5	0.38
5	15	30	11	34	44	5	0.57
6	25	30	22	99	109	5	0.57
7	20	50	29	81	91	5	0.38
8	10	43	15	95	105	5	0.57
9	55	60	17	97	107	5	0.57
10	30	60	24	124	134	5	0.36
11	20	65	13	67	77	5	0.38
12	50	35	14	63	73	5	0.57
13	30	25	26	159	169	5	0.38
14	15	10	29	32	42	5	0.57
15	30	5	20	61	71	5	0.36
16	10	20	24	75	85	5	0.57
17	5	30	20	157	167	5	0.36
18	20	40	23	87	97	5	0.38
19	15	60	21	76	86	5	0.57
20	45	65	19	126	136	5	0.57
21	45	20	31	62	72	5	0.38
22	45	10	31	97	107	5	0.57
23	55	5	30	68	78	5	0.38
24	65	35	14	153	163	5	0.57
25	65	20	22	172	182	5	0.36
26	45	30	35	132	142	5	0.38
27	35	40	35	37	47	5	0.57
28	41	37	39	39	49	5	0.57
29	64	42	37	63	73	5	0.36
30	40	60	30	71	81	5	0.38
31	31	52	39	50	60	5	0.57
32	35	69	19	141	151	5	0.38
33	53	52	13	37	47	5	0.57
34	65	55	33	117	127	5	0.36
35	63	65	31	143	153	5	0.38
36	2	60	18	41	51	5	0.57
37	20	20	26	134	144	5	0.57
38	5	5	28	83	93	5	0.36
39	60	12	32	44	54	5	0.38
40	40	25	27	85	95	5	0.57
41	42	7	32	97	107	5	0.38
42	24	12	28	31	41	5	0.57
43	23	3	27	132	142	5	0.36
44	11	14	27	69	79	5	0.57
45	6	38	24	32	42	5	0.38
46	2	48	28	117	127	5	0.57
47	8	56	30	51	61	5	0.36
48	13	52	29	165	175	5	0.57
49	6	68	36	108	118	5	0.38
50	47	47	21	124	134	5	0.57
51	49	58	10	88	98	10	2
52	27	43	9	52	62	10	2
53	37	31	14	95	105	10	2
54	57	29	18	140	150	10	2
55	63	23	2	136	146	10	2
56	53	12	6	130	140	10	2
57	32	12	7	101	111	10	2
58	36	26	18	200	210	10	2
59	21	24	28	18	28	10	2
60	17	34	3	162	172	10	2
61	12	24	13	76	86	10	2
62	24	58	19	58	68	10	2
63	27	69	10	34	44	10	2
64	15	77	9	73	83	10	2
65	62	77	20	51	61	10	2
66	49	73	25	127	137	10	2
67	67	5	25	83	93	10	2
68	56	39	36	142	152	10	2
69	37	47	6	50	60	10	2
70	37	56	5	182	192	10	2
71	57	68	15	77	87	10	2
72	47	16	25	35	45	10	2
73	44	17	9	78	88	10	2
74	46	13	99	149	159	10	2
75	49	11	67	69	79	10	2
76	49	42	72	73	83	10	2
77	53	43	100	179	189	10	2
78	61	52	71	96	106	10	2
79	57	48	67	92	102	10	2
80	56	37	88	182	192	10	2
81	55	54	78	94	104	10	2
82	15	47	100	55	65	10	2
83	14	37	75	44	54	10	2
84	11	31	90	101	111	10	2
85	16	22	91	91	101	10	2
86	4	18	96	94	104	10	2
87	28	18	56	93	103	10	2
88	26	52	99	74	84	10	2
89	26	35	67	176	186	10	2
90	31	67	84	95	105	10	2
91	15	19	93	160	170	10	2
92	22	22	96	18	28	10	2
93	18	24	64	188	198	10	2
94	26	27	56	100	110	10	2
95	25	24	52	39	49	10	2
96	22	27	69	135	145	10	2
97	25	21	72	133	143	10	2
98	19	21	65	58	68	10	2
99	20	26	68	83	93	10	2
100	18	18	71	185	195	10	2
