VEHICLE	DRONE						
NUMBER	NUMBER						
11	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	240	0	0
1	25	85	23	125	191	5	0.38
2	22	75	10	32	97	5	0.57
3	22	85	26	101	146	5	0.36
4	20	80	32	71	193	5	0.38
5	20	85	21	40	113	5	0.57
6	18	75	35	55	164	5	0.57
7	15	75	21	69	118	5	0.38
8	15	80	25	56	155	5	0.57
9	10	35	33	51	160	5	0.57
10	10	40	14	90	177	5	0.36
11	8	40	35	33	152	5	0.38
12	8	45	11	49	108	5	0.57
13	5	35	34	62	191	5	0.38
14	5	45	11	35	117	5	0.57
15	2	40	37	39	161	5	0.36
16	0	40	18	59	114	5	0.57
17	0	45	40	60	189	5	0.36
18	44	5	18	79	124	5	0.38
19	42	10	32	58	115	5	0.57
20	42	15	40	111	162	5	0.57
21	40	5	36	52	111	5	0.38
22	40	15	31	55	158	5	0.57
23	38	5	38	45	164	5	0.38
24	38	15	22	128	194	5	0.57
25	35	5	15	54	184	5	0.36
26	95	30	31	105	154	5	0.38
27	95	35	15	57	172	5	0.57
28	92	30	31	55	120	5	0.57
29	90	35	25	52	112	5	0.36
30	88	30	18	52	159	5	0.38
31	88	35	18	50	110	5	0.57
32	87	30	14	116	175	5	0.38
33	85	25	14	51	178	5	0.57
34	85	35	12	100	151	5	0.36
35	67	85	24	61	185	5	0.38
36	65	85	14	43	186	5	0.57
37	65	82	10	113	164	5	0.57
38	62	80	37	37	148	5	0.36
39	60	80	21	36	191	5	0.38
40	60	85	14	50	149	5	0.57
41	58	75	17	48	165	5	0.38
42	55	80	15	33	166	5	0.57
43	55	85	31	117	168	5	0.36
44	55	82	22	35	148	5	0.57
45	20	82	18	37	177	5	0.38
46	18	80	21	98	157	5	0.57
47	2	45	23	38	109	5	0.36
48	42	5	30	120	184	5	0.57
49	42	12	11	79	158	5	0.38
50	72	35	12	104	157	5	0.57
51	55	20	19	69	126	10	2
52	25	30	3	36	97	10	2
53	20	50	5	57	154	10	2
54	55	60	16	127	180	10	2
55	30	60	16	95	214	10	2
56	50	35	19	88	201	10	2
57	30	25	23	82	139	10	2
58	15	10	20	56	182	10	2
59	10	20	19	42	125	10	2
60	15	60	17	137	202	10	2
61	45	65	9	55	106	10	2
62	65	35	3	29	158	10	2
63	65	20	6	39	108	10	2
64	45	30	17	20	139	10	2
65	35	40	16	11	140	10	2
66	41	37	16	92	203	10	2
67	64	42	9	28	141	10	2
68	40	60	21	100	217	10	2
69	31	52	27	9	134	10	2
70	35	69	23	60	210	10	2
71	65	55	14	52	107	10	2
72	63	65	8	27	101	10	2
73	2	60	5	65	118	10	2
74	20	20	74	72	193	10	2
75	5	5	82	60	117	10	2
76	60	12	81	42	143	10	2
77	23	3	55	52	180	10	2
78	8	56	69	46	163	10	2
79	6	68	97	54	153	10	2
80	47	47	57	97	222	10	2
81	49	58	72	80	121	10	2
82	27	43	93	26	87	10	2
83	37	31	51	19	87	10	2
84	57	29	67	62	159	10	2
85	63	23	81	76	127	10	2
86	21	24	100	77	126	10	2
87	12	24	93	68	141	10	2
88	24	58	78	24	139	10	2
89	67	5	69	105	177	10	2
90	37	47	97	74	127	10	2
91	49	42	99	151	212	10	2
92	53	43	55	14	155	10	2
93	61	52	87	69	208	10	2
94	57	48	80	86	133	10	2
95	56	37	77	20	84	10	2
96	55	54	81	121	172	10	2
97	4	18	90	112	157	10	2
98	26	52	59	30	91	10	2
99	26	35	82	37	146	10	2
100	31	67	90	66	210	10	2
							
