VEHICLE	DRONE						
NUMBER	NUMBER						
7	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	37	0	204	5	0.36
2	35	17	30	0	202	5	0.38
3	55	45	27	0	197	5	0.57
4	55	20	13	139	169	5	0.36
5	15	30	32	0	199	5	0.38
6	25	30	22	89	119	5	0.57
7	20	50	38	0	198	5	0.38
8	10	43	34	85	115	5	0.57
9	55	60	26	87	117	5	0.38
10	30	60	36	114	144	5	0.57
11	20	65	17	57	87	5	0.57
12	50	35	22	0	205	5	0.36
13	30	25	38	149	179	5	0.38
14	15	10	14	0	187	5	0.57
15	30	5	10	51	81	5	0.38
16	10	20	38	0	190	5	0.57
17	5	30	15	147	177	5	0.36
18	20	40	32	0	204	5	0.57
19	15	60	30	0	187	5	0.36
20	45	65	17	0	188	5	0.57
21	45	20	35	0	201	5	0.38
22	45	10	12	87	117	5	0.57
23	55	5	28	58	88	5	0.38
24	65	35	12	0	190	5	0.57
25	65	20	21	156	186	5	0.36
26	45	30	29	0	208	5	0.38
27	35	40	31	27	57	5	0.57
28	41	37	26	0	213	5	0.57
29	64	42	24	0	190	5	0.36
30	40	60	33	61	91	5	0.38
31	31	52	37	0	202	5	0.57
32	35	69	20	0	186	5	0.38
33	53	52	10	27	57	5	0.57
34	65	55	38	0	183	5	0.36
35	63	65	38	133	163	5	0.38
36	2	60	23	41	71	5	0.57
37	20	20	27	0	198	5	0.57
38	5	5	34	73	103	5	0.36
39	60	12	17	34	64	5	0.38
40	40	25	19	75	105	5	0.57
41	42	7	40	87	117	5	0.38
42	24	12	22	25	55	5	0.57
43	23	3	40	0	185	5	0.36
44	11	14	15	59	89	5	0.57
45	6	38	38	29	59	5	0.38
46	2	48	29	0	184	5	0.57
47	8	56	39	0	185	5	0.36
48	13	52	32	0	192	5	0.57
49	6	68	38	98	128	5	0.38
50	47	47	36	0	203	5	0.57
51	49	58	10	0	193	10	2
52	27	43	9	0	208	10	2
53	37	31	14	85	115	10	2
54	57	29	18	0	197	10	2
55	63	23	2	126	156	10	2
56	53	12	6	120	150	10	2
57	32	12	7	0	196	10	2
58	36	26	18	180	210	10	2
59	21	24	28	0	202	10	2
60	17	34	3	0	201	10	2
61	12	24	13	0	194	10	2
62	24	58	19	48	78	10	2
63	27	69	10	0	185	10	2
64	15	77	9	63	93	10	2
65	62	77	20	49	79	10	2
66	49	73	25	117	147	10	2
67	67	5	25	73	103	10	2
68	56	39	36	132	162	10	2
69	37	47	6	40	70	10	2
70	37	56	5	168	198	10	2
71	57	68	15	0	180	10	2
72	47	16	25	0	197	10	2
73	44	17	9	0	199	10	2
74	46	13	60	139	169	10	2
75	49	11	61	0	192	10	2
76	49	42	62	63	93	10	2
77	53	43	94	169	199	10	2
78	61	52	99	86	116	10	2
79	57	48	68	82	112	10	2
80	56	37	76	168	198	10	2
81	55	54	70	0	192	10	2
82	15	47	95	0	196	10	2
83	14	37	67	0	198	10	2
84	11	31	69	91	121	10	2
85	16	22	70	0	196	10	2
86	4	18	52	0	184	10	2
87	28	18	67	83	113	10	2
88	26	52	69	64	94	10	2
89	26	35	92	0	211	10	2
90	31	67	84	0	187	10	2
91	15	19	87	0	194	10	2
92	22	22	69	18	48	10	2
93	18	24	94	169	199	10	2
94	26	27	65	0	207	10	2
95	25	24	70	0	205	10	2
96	22	27	62	0	204	10	2
97	25	21	66	0	202	10	2
98	19	21	76	0	198	10	2
99	20	26	59	73	103	10	2
100	18	18	87	165	195	10	2
