VEHICLE	DRONE						
NUMBER	NUMBER						
9	6						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	1236	0	0
1	45	68	33	912	967	45	0.36
2	45	70	15	825	870	45	0.38
3	42	66	28	65	146	45	0.57
4	42	68	40	727	782	45	0.36
5	42	65	18	15	67	45	0.38
6	40	69	22	621	702	45	0.57
7	40	66	32	170	225	45	0.38
8	38	68	12	255	324	45	0.57
9	38	70	39	534	605	45	0.38
10	35	66	15	357	410	45	0.57
11	35	69	37	448	505	45	0.57
12	25	85	19	652	721	45	0.36
13	22	75	11	30	92	45	0.38
14	22	85	17	567	620	45	0.57
15	20	80	18	384	429	45	0.38
16	20	85	25	475	528	45	0.57
17	18	75	26	99	148	45	0.36
18	15	75	23	179	254	45	0.57
19	15	80	29	278	345	45	0.36
20	30	50	40	10	73	45	0.57
21	30	52	34	914	965	45	0.38
22	28	52	13	812	883	45	0.57
23	28	55	33	732	777	45	0.38
24	25	50	33	65	144	45	0.57
25	25	52	28	169	224	45	0.36
26	25	55	17	622	701	45	0.38
27	23	52	18	261	316	45	0.57
28	23	55	30	546	593	45	0.57
29	20	50	12	358	405	45	0.36
30	20	55	25	449	504	45	0.38
31	10	35	27	200	237	45	0.57
32	10	40	12	31	100	45	0.38
33	8	40	15	87	158	45	0.57
34	8	45	12	751	816	45	0.36
35	5	35	13	283	344	45	0.38
36	5	45	34	665	716	45	0.57
37	2	40	26	383	434	45	0.57
38	0	40	24	479	522	45	0.36
39	0	45	26	567	624	45	0.38
40	35	30	20	264	321	45	0.57
41	35	32	32	166	235	45	0.38
42	33	32	11	68	149	45	0.57
43	33	35	28	16	80	45	0.36
44	32	30	22	359	412	45	0.57
45	30	30	22	541	600	45	0.38
46	30	32	29	448	509	45	0.57
47	30	35	39	1054	1127	45	0.36
48	28	30	29	632	693	45	0.57
49	28	35	34	1001	1066	45	0.38
50	26	32	36	815	880	45	0.57
51	25	30	10	725	786	90	2
52	25	35	10	912	969	90	2
53	44	5	20	286	347	90	2
54	42	10	40	186	257	90	2
55	42	15	10	95	158	90	2
56	40	5	30	385	436	90	2
57	40	15	40	35	87	90	2
58	38	5	30	471	534	90	2
59	38	15	10	651	740	90	2
60	35	5	20	562	629	90	2
61	50	30	10	531	610	90	2
62	50	35	20	262	317	90	2
63	50	40	50	171	218	90	2
64	48	30	10	632	693	90	2
65	48	40	10	76	129	90	2
66	47	35	10	826	875	90	2
67	47	40	10	12	77	90	2
68	45	30	10	734	777	90	2
69	45	35	10	916	969	90	2
70	95	30	30	387	456	90	2
71	95	35	20	293	360	90	2
72	53	30	10	450	505	90	2
73	92	30	10	478	551	90	2
74	53	35	100	353	412	90	2
75	45	65	84	997	1068	90	2
76	90	35	57	203	260	90	2
77	88	30	51	574	643	90	2
78	88	35	68	109	170	90	2
79	87	30	65	668	731	90	2
80	85	25	96	769	820	90	2
81	85	35	94	47	124	90	2
82	75	55	57	369	420	90	2
83	72	55	60	265	338	90	2
84	70	58	56	458	523	90	2
85	68	60	82	555	612	90	2
86	66	55	52	173	238	90	2
87	65	55	72	85	144	90	2
88	65	60	64	645	708	90	2
89	63	58	57	737	802	90	2
90	60	55	86	20	84	90	2
91	60	60	81	836	889	90	2
92	67	85	83	368	441	90	2
93	65	85	86	475	518	90	2
94	65	82	65	285	336	90	2
95	62	80	66	196	239	90	2
96	60	80	86	95	156	90	2
97	60	85	77	561	622	90	2
98	58	75	63	30	84	90	2
99	55	80	62	743	820	90	2
100	55	85	53	647	726	90	2
