VEHICLE	DRONE						
NUMBER	NUMBER						
11	7						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	29	133	198	5	0.36
2	35	17	14	22	87	5	0.38
3	55	45	32	98	143	5	0.57
4	55	20	18	123	184	5	0.36
5	15	30	23	20	93	5	0.38
6	25	30	28	76	131	5	0.57
7	20	50	17	61	110	5	0.38
8	10	43	13	75	124	5	0.57
9	55	60	11	74	129	5	0.38
10	30	60	26	107	150	5	0.57
11	20	65	20	42	101	5	0.57
12	50	35	26	38	97	5	0.36
13	30	25	27	131	196	5	0.38
14	15	10	23	32	114	5	0.57
15	30	5	26	35	96	5	0.38
16	10	20	20	52	107	5	0.57
17	5	30	32	124	189	5	0.36
18	20	40	16	69	114	5	0.57
19	15	60	37	52	109	5	0.36
20	45	65	40	105	156	5	0.57
21	45	20	33	37	96	5	0.38
22	45	10	30	76	127	5	0.57
23	55	5	22	43	102	5	0.38
24	65	35	15	124	190	5	0.57
25	65	20	33	121	186	5	0.36
26	45	30	36	112	161	5	0.38
27	35	40	35	8	75	5	0.57
28	41	37	31	11	76	5	0.57
29	64	42	22	37	98	5	0.36
30	40	60	22	49	102	5	0.38
31	31	52	24	24	85	5	0.57
32	35	69	15	116	175	5	0.38
33	53	52	23	24	92	5	0.57
34	65	55	29	96	147	5	0.36
35	63	65	38	116	178	5	0.38
36	2	60	21	41	112	5	0.57
37	20	20	20	113	164	5	0.57
38	5	5	34	60	115	5	0.36
39	60	12	25	33	110	5	0.38
40	40	25	18	65	114	5	0.57
41	42	7	26	72	131	5	0.38
42	24	12	13	25	91	5	0.57
43	23	3	36	111	162	5	0.36
44	11	14	17	45	102	5	0.57
45	6	38	11	29	99	5	0.38
46	2	48	12	92	151	5	0.57
47	8	56	20	34	105	5	0.36
48	13	52	33	128	192	5	0.57
49	6	68	27	93	132	5	0.38
50	47	47	35	102	155	5	0.57
51	49	58	10	64	121	10	2
52	27	43	9	26	87	10	2
53	37	31	14	75	124	10	2
54	57	29	18	118	171	10	2
55	63	23	2	111	170	10	2
56	53	12	6	106	163	10	2
57	32	12	7	77	134	10	2
58	36	26	18	147	210	10	2
59	21	24	28	17	100	10	2
60	17	34	3	134	199	10	2
61	12	24	13	55	106	10	2
62	24	58	19	30	95	10	2
63	27	69	10	34	103	10	2
64	15	77	9	48	107	10	2
65	62	77	20	49	113	10	2
66	49	73	25	104	159	10	2
67	67	5	25	59	116	10	2
68	56	39	36	117	176	10	2
69	37	47	6	23	86	10	2
70	37	56	5	123	198	10	2
71	57	68	15	54	109	10	2
72	47	16	25	22	96	10	2
73	44	17	9	56	109	10	2
74	46	13	73	123	184	10	2
75	49	11	71	45	102	10	2
76	49	42	73	52	103	10	2
77	53	43	89	136	200	10	2
78	61	52	59	71	130	10	2
79	57	48	85	72	121	10	2
80	56	37	82	135	198	10	2
81	55	54	71	78	119	10	2
82	15	47	77	29	90	10	2
83	14	37	82	21	89	10	2
84	11	31	69	81	130	10	2
85	16	22	91	70	121	10	2
86	4	18	60	74	123	10	2
87	28	18	77	79	116	10	2
88	26	52	65	50	107	10	2
89	26	35	80	139	211	10	2
90	31	67	84	73	126	10	2
91	15	19	88	132	194	10	2
92	22	22	94	18	88	10	2
93	18	24	63	129	199	10	2
94	26	27	87	81	128	10	2
95	25	24	67	14	78	10	2
96	22	27	54	114	165	10	2
97	25	21	88	115	160	10	2
98	19	21	83	32	93	10	2
99	20	26	77	60	115	10	2
100	18	18	86	123	195	10	2
							
