VEHICLE	DRONE						
NUMBER	NUMBER						
11	3						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	1000	0	0
1	41	49	13	0	974	5	0.36
2	35	17	21	0	972	5	0.57
3	55	45	19	0	967	5	0.36
4	55	20	38	678	801	5	0.38
5	15	30	13	0	969	5	0.57
6	25	30	28	415	514	5	0.38
7	20	50	17	0	968	5	0.38
8	10	43	20	404	481	5	0.57
9	55	60	39	400	497	5	0.57
10	30	60	23	577	632	5	0.36
11	20	65	25	206	325	5	0.38
12	50	35	16	0	975	5	0.38
13	30	25	32	690	827	5	0.57
14	15	10	30	32	243	5	0.57
15	30	5	31	175	300	5	0.36
16	10	20	40	272	373	5	0.38
17	5	30	23	733	870	5	0.57
18	20	40	10	377	434	5	0.38
19	15	60	11	269	378	5	0.57
20	45	65	33	581	666	5	0.36
21	45	20	14	0	971	5	0.38
22	45	10	38	409	494	5	0.57
23	55	5	30	206	325	5	0.38
24	65	35	31	704	847	5	0.57
25	65	20	21	817	956	5	0.36
26	45	30	15	0	978	5	0.38
27	35	40	34	104	255	5	0.57
28	41	37	21	114	255	5	0.57
29	64	42	30	190	313	5	0.36
30	40	60	16	259	354	5	0.38
31	31	52	23	0	972	5	0.57
32	35	69	23	660	777	5	0.57
33	53	52	25	45	200	5	0.36
34	65	55	22	0	953	5	0.38
35	63	65	20	686	813	5	0.57
36	2	60	13	41	208	5	0.38
37	20	20	29	0	968	5	0.57
38	5	5	28	302	405	5	0.36
39	60	12	11	33	224	5	0.38
40	40	25	29	360	437	5	0.57
41	42	7	33	396	511	5	0.38
42	24	12	28	25	172	5	0.57
43	23	3	35	620	705	5	0.36
44	11	14	20	233	340	5	0.57
45	6	38	33	29	189	5	0.38
46	2	48	37	515	628	5	0.57
47	8	56	33	85	250	5	0.36
48	13	52	15	0	962	5	0.57
49	6	68	22	501	540	5	0.38
50	47	47	11	0	973	5	0.57
51	49	58	10	348	453	10	2
52	27	43	9	0	978	10	2
53	37	31	14	414	489	10	2
54	57	29	18	641	734	10	2
55	63	23	2	620	739	10	2
56	53	12	6	585	692	10	2
57	32	12	7	421	530	10	2
58	36	26	18	849	980	10	2
59	21	24	28	0	972	10	2
60	17	34	3	721	862	10	2
61	12	24	13	290	377	10	2
62	24	58	19	163	302	10	2
63	27	69	10	34	191	10	2
64	15	77	9	214	333	10	2
65	62	77	20	49	188	10	2
66	49	73	25	592	693	10	2
67	67	5	25	294	401	10	2
68	56	39	36	637	752	10	2
69	37	47	6	162	293	10	2
70	37	56	5	788	968	10	2
71	57	68	15	268	367	10	2
72	47	16	25	0	967	10	2
73	44	17	9	308	399	10	2
74	46	13	58	681	802	10	2
75	49	11	98	0	962	10	2
76	49	42	59	290	373	10	2
77	53	43	53	817	952	10	2
78	61	52	65	384	499	10	2
79	57	48	51	388	465	10	2
80	56	37	88	839	968	10	2
81	55	54	81	411	456	10	2
82	15	47	58	0	966	10	2
83	14	37	59	0	968	10	2
84	11	31	77	436	511	10	2
85	16	22	51	0	966	10	2
86	4	18	95	388	465	10	2
87	28	18	60	420	447	10	2
88	26	52	91	279	388	10	2
89	26	35	79	755	920	10	2
90	31	67	98	392	487	10	2
91	15	19	69	0	964	10	2
92	22	22	63	18	181	10	2
93	18	24	75	811	969	10	2
94	26	27	83	0	977	10	2
95	25	24	96	0	975	10	2
96	22	27	97	0	974	10	2
97	25	21	79	612	673	10	2
98	19	21	75	0	968	10	2
99	20	26	52	333	432	10	2
100	18	18	57	798	965	10	2
							
