VEHICLE	DRONE						
NUMBER	NUMBER						
10	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	960	0	0
1	25	85	13	613	853	5	0.36
2	22	75	25	92	332	5	0.57
3	22	85	13	411	651	5	0.36
4	20	80	27	584	824	5	0.38
5	20	85	33	40	280	5	0.57
6	18	75	19	328	568	5	0.38
7	15	75	11	240	480	5	0.38
8	15	80	26	307	547	5	0.57
9	10	35	23	311	551	5	0.57
10	10	40	29	459	699	5	0.36
11	8	40	29	135	375	5	0.38
12	8	45	30	163	403	5	0.38
13	5	35	16	593	833	5	0.57
14	5	45	18	35	275	5	0.57
15	2	40	19	114	354	5	0.36
16	0	40	39	195	435	5	0.38
17	0	45	17	643	883	5	0.57
18	44	5	17	275	515	5	0.38
19	42	10	19	194	434	5	0.57
20	42	15	12	477	717	5	0.36
21	40	5	22	155	395	5	0.38
22	40	15	25	315	555	5	0.57
23	38	5	23	141	381	5	0.38
24	38	15	11	621	861	5	0.57
25	35	5	38	664	904	5	0.36
26	95	30	21	469	709	5	0.38
27	95	35	21	86	326	5	0.57
28	92	30	38	89	329	5	0.57
29	90	35	23	134	374	5	0.36
30	88	30	35	186	426	5	0.38
31	88	35	39	105	345	5	0.57
32	87	30	26	561	801	5	0.57
33	85	25	34	51	291	5	0.36
34	85	35	35	427	667	5	0.38
35	67	85	28	597	837	5	0.57
36	65	85	22	43	283	5	0.38
37	65	82	25	497	737	5	0.57
38	62	80	11	218	458	5	0.36
39	60	80	40	36	276	5	0.38
40	60	85	17	269	509	5	0.57
41	58	75	19	316	556	5	0.38
42	55	80	22	33	273	5	0.57
43	55	85	25	514	754	5	0.36
44	55	82	22	157	397	5	0.57
45	20	82	29	37	277	5	0.38
46	18	80	11	429	669	5	0.57
47	2	45	34	45	285	5	0.36
48	42	5	11	664	904	5	0.57
49	42	12	35	380	620	5	0.38
50	72	35	26	447	687	5	0.57
51	55	20	19	266	506	10	2
52	25	30	3	115	355	10	2
53	20	50	5	315	555	10	2
54	55	60	16	541	781	10	2
55	30	60	16	539	779	10	2
56	50	35	19	497	737	10	2
57	30	25	23	337	577	10	2
58	15	10	20	662	902	10	2
59	10	20	19	42	282	10	2
60	15	60	17	634	874	10	2
61	45	65	9	198	438	10	2
62	65	35	3	107	347	10	2
63	65	20	6	39	279	10	2
64	45	30	17	131	371	10	2
65	35	40	16	11	251	10	2
66	41	37	16	506	746	10	2
67	64	42	9	208	448	10	2
68	40	60	21	552	792	10	2
69	31	52	27	97	337	10	2
70	35	69	23	690	930	10	2
71	65	55	14	181	421	10	2
72	63	65	8	27	267	10	2
73	2	60	5	226	466	10	2
74	20	20	71	585	825	10	2
75	5	5	88	172	412	10	2
76	60	12	58	208	448	10	2
77	23	3	85	660	900	10	2
78	8	56	59	305	545	10	2
79	6	68	87	292	532	10	2
80	47	47	88	702	942	10	2
81	49	58	64	295	535	10	2
82	27	43	66	92	332	10	2
83	37	31	88	45	285	10	2
84	57	29	83	335	575	10	2
85	63	23	55	284	524	10	2
86	21	24	75	289	529	10	2
87	12	24	98	299	539	10	2
88	24	58	80	200	440	10	2
89	67	5	50	653	893	10	2
90	37	47	73	299	539	10	2
91	49	42	78	659	899	10	2
92	53	43	70	14	254	10	2
93	61	52	60	688	928	10	2
94	57	48	55	332	572	10	2
95	56	37	71	40	280	10	2
96	55	54	81	502	742	10	2
97	4	18	99	487	727	10	2
98	26	52	74	112	352	10	2
99	26	35	86	248	488	10	2
100	31	67	91	690	930	10	2
