VEHICLE	DRONE						
NUMBER	NUMBER						
8	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	1236	0	0
1	45	68	30	850	1030	45	0.36
2	45	70	38	758	938	45	0.38
3	42	66	14	16	196	45	0.57
4	42	68	27	665	845	45	0.36
5	42	65	15	15	195	45	0.38
6	40	69	11	572	752	45	0.57
7	40	66	32	108	288	45	0.38
8	38	68	27	200	380	45	0.57
9	38	70	31	480	660	45	0.38
10	35	66	16	294	474	45	0.57
11	35	69	11	387	567	45	0.57
12	25	85	26	597	777	45	0.36
13	22	75	40	30	210	45	0.38
14	22	85	24	504	684	45	0.57
15	20	80	14	317	497	45	0.38
16	20	85	18	412	592	45	0.57
17	18	75	33	34	214	45	0.36
18	15	75	21	127	307	45	0.57
19	15	80	32	222	402	45	0.36
20	30	50	29	10	190	45	0.57
21	30	52	11	850	1030	45	0.38
22	28	52	16	758	938	45	0.57
23	28	55	13	665	845	45	0.38
24	25	50	11	15	195	45	0.57
25	25	52	12	107	287	45	0.36
26	25	55	16	572	752	45	0.38
27	23	52	38	199	379	45	0.57
28	23	55	20	480	660	45	0.57
29	20	50	31	292	472	45	0.36
30	20	55	30	387	567	45	0.38
31	10	35	24	129	309	45	0.57
32	10	40	35	31	211	45	0.38
33	8	40	33	33	213	45	0.57
34	8	45	17	694	874	45	0.36
35	5	35	39	224	404	45	0.38
36	5	45	24	601	781	45	0.57
37	2	40	26	319	499	45	0.57
38	0	40	10	411	591	45	0.36
39	0	45	38	506	686	45	0.38
40	35	30	33	203	383	45	0.57
41	35	32	35	111	291	45	0.38
42	33	32	31	19	199	45	0.57
43	33	35	15	16	196	45	0.36
44	32	30	30	296	476	45	0.57
45	30	30	10	481	661	45	0.38
46	30	32	12	389	569	45	0.57
47	30	35	35	947	1127	45	0.36
48	28	30	36	573	753	45	0.57
49	28	35	14	944	1124	45	0.38
50	26	32	32	758	938	45	0.57
51	25	30	10	666	846	90	2
52	25	35	10	851	1031	90	2
53	44	5	20	227	407	90	2
54	42	10	40	132	312	90	2
55	42	15	10	37	217	90	2
56	40	5	30	321	501	90	2
57	40	15	40	35	215	90	2
58	38	5	30	413	593	90	2
59	38	15	10	606	786	90	2
60	35	5	20	506	686	90	2
61	50	30	10	481	661	90	2
62	50	35	20	200	380	90	2
63	50	40	50	105	285	90	2
64	48	30	10	573	753	90	2
65	48	40	10	13	193	90	2
66	47	35	10	761	941	90	2
67	47	40	10	12	192	90	2
68	45	30	10	666	846	90	2
69	45	35	10	853	1033	90	2
70	95	30	30	332	512	90	2
71	95	35	20	237	417	90	2
72	53	30	10	388	568	90	2
73	92	30	10	425	605	90	2
74	53	35	61	293	473	90	2
75	45	65	65	943	1123	90	2
76	90	35	66	142	322	90	2
77	88	30	63	519	699	90	2
78	88	35	85	50	230	90	2
79	87	30	93	610	790	90	2
80	85	25	92	705	885	90	2
81	85	35	57	47	227	90	2
82	75	55	66	305	485	90	2
83	72	55	97	212	392	90	2
84	70	58	78	401	581	90	2
85	68	60	52	494	674	90	2
86	66	55	96	116	296	90	2
87	65	55	74	25	205	90	2
88	65	60	87	587	767	90	2
89	63	58	80	680	860	90	2
90	60	55	58	20	200	90	2
91	60	60	66	773	953	90	2
92	67	85	100	315	495	90	2
93	65	85	67	407	587	90	2
94	65	82	50	221	401	90	2
95	62	80	70	128	308	90	2
96	60	80	82	36	216	90	2
97	60	85	94	502	682	90	2
98	58	75	54	30	210	90	2
99	55	80	86	692	872	90	2
100	55	85	62	597	777	90	2
