VEHICLE	DRONE						
NUMBER	NUMBER						
8	6						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	3390	0	0
1	52	75	32	0	3272	45	0.57
2	45	70	22	0	3279	45	0.36
3	62	69	34	0	3270	45	0.38
4	60	66	26	1261	1421	45	0.57
5	42	65	25	0	3284	45	0.38
6	16	42	29	0	3274	45	0.38
7	58	70	21	0	3273	45	0.57
8	34	60	39	2887	3047	45	0.57
9	28	70	23	2601	2761	45	0.36
10	35	66	36	0	3283	45	0.38
11	35	69	36	2698	2858	45	0.38
12	25	85	16	0	3261	45	0.57
13	22	75	25	2405	2565	45	0.38
14	22	85	13	0	3260	45	0.57
15	20	80	37	2216	2376	45	0.57
16	20	85	22	0	3259	45	0.36
17	18	75	37	0	3266	45	0.38
18	15	75	23	0	3264	45	0.57
19	15	80	33	0	3260	45	0.38
20	30	50	32	0	3290	45	0.57
21	30	56	33	0	3288	45	0.36
22	28	52	11	0	3287	45	0.57
23	14	66	21	1643	1803	45	0.38
24	25	50	14	0	3285	45	0.57
25	22	66	17	2504	2664	45	0.36
26	8	62	14	0	3265	45	0.38
27	23	52	13	0	3282	45	0.57
28	4	55	28	0	3263	45	0.38
29	20	50	39	0	3280	45	0.38
30	20	55	23	0	3279	45	0.57
31	10	35	28	0	3266	45	0.57
32	10	40	10	0	3268	45	0.36
33	8	40	18	0	3266	45	0.38
34	8	45	20	0	3267	45	0.38
35	5	35	14	0	3261	45	0.38
36	5	45	18	0	3264	45	0.57
37	2	40	13	0	3260	45	0.36
38	0	40	22	1063	1223	45	0.38
39	0	45	32	0	3259	45	0.57
40	36	18	19	0	3267	45	0.38
41	35	32	19	0	3281	45	0.38
42	33	32	38	0	3280	45	0.57
43	33	35	23	0	3283	45	0.57
44	32	20	32	1913	2073	45	0.36
45	30	30	11	0	3277	45	0.38
46	34	25	14	0	3274	45	0.38
47	30	35	20	0	3281	45	0.36
48	36	40	29	0	3289	45	0.57
49	48	20	14	0	3268	45	0.38
50	26	32	23	0	3277	45	0.57
51	25	30	10	0	3275	90	2
52	25	35	10	0	3278	90	2
53	44	5	20	1256	1416	90	2
54	42	10	40	0	3259	90	2
55	42	15	10	1065	1225	90	2
56	40	5	30	0	3255	90	2
57	38	15	40	0	3264	90	2
58	38	5	30	1442	1602	90	2
59	38	10	10	0	3259	90	2
60	35	5	20	0	3254	90	2
61	50	30	10	0	3277	90	2
62	50	35	20	120	280	90	2
63	50	40	50	0	3285	90	2
64	48	30	10	0	3278	90	2
65	44	25	10	0	3274	90	2
66	47	35	10	0	3283	90	2
67	47	40	10	12	172	90	2
68	42	30	10	0	3279	90	2
69	45	35	10	680	840	90	2
70	95	30	30	0	3241	90	2
71	95	35	20	0	3242	90	2
72	53	30	10	0	3276	90	2
73	92	30	10	0	3244	90	2
74	53	35	51	213	373	90	2
75	45	65	53	0	3284	90	2
76	90	35	87	2131	2291	90	2
77	72	45	56	2900	3060	90	2
78	78	40	96	0	3260	90	2
79	87	30	82	2608	2768	90	2
80	85	25	71	0	3248	90	2
81	85	35	79	0	3252	90	2
82	75	55	87	0	3264	90	2
83	72	55	81	0	3267	90	2
84	70	58	89	1641	1801	90	2
85	86	46	87	0	3253	90	2
86	66	55	56	0	3273	90	2
87	64	46	53	3097	3257	90	2
88	65	60	83	0	3273	90	2
89	56	64	74	0	3278	90	2
90	60	55	63	0	3279	90	2
91	60	60	78	0	3277	90	2
92	67	85	57	694	854	90	2
93	42	58	89	0	3291	90	2
94	65	82	52	0	3259	90	2
95	62	80	79	0	3262	90	2
96	62	40	82	0	3275	90	2
97	60	85	82	0	3259	90	2
98	58	75	88	0	3269	90	2
99	55	80	65	407	567	90	2
100	55	85	70	502	662	90	2
							
