VEHICLE	DRONE						
NUMBER	NUMBER						
11	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	20	15	204	5	0.57
2	35	17	39	18	202	5	0.36
3	55	45	29	54	187	5	0.38
4	55	20	18	138	169	5	0.57
5	15	30	20	20	199	5	0.38
6	25	30	18	76	131	5	0.38
7	20	50	12	21	170	5	0.57
8	10	43	28	87	112	5	0.57
9	55	60	40	88	115	5	0.36
10	30	60	18	107	150	5	0.38
11	20	65	24	57	86	5	0.38
12	50	35	32	15	192	5	0.57
13	30	25	38	147	180	5	0.38
14	15	10	27	32	187	5	0.57
15	30	5	32	50	81	5	0.57
16	10	20	25	29	139	5	0.36
17	5	30	18	124	189	5	0.38
18	20	40	23	47	136	5	0.57
19	15	60	16	32	146	5	0.38
20	45	65	34	79	182	5	0.57
21	45	20	38	18	195	5	0.36
22	45	10	12	76	127	5	0.57
23	55	5	11	58	87	5	0.38
24	65	35	28	58	190	5	0.57
25	65	20	10	153	186	5	0.36
26	45	30	24	58	208	5	0.38
27	35	40	20	8	75	5	0.57
28	41	37	24	6	136	5	0.38
29	64	42	32	29	150	5	0.38
30	40	60	17	49	102	5	0.57
31	31	52	38	17	198	5	0.57
32	35	69	15	67	186	5	0.36
33	53	52	35	24	92	5	0.38
34	65	55	26	36	183	5	0.38
35	63	65	34	116	178	5	0.38
36	2	60	30	41	112	5	0.57
37	20	20	26	42	198	5	0.36
38	5	5	37	74	101	5	0.38
39	60	12	17	33	110	5	0.57
40	40	25	26	65	114	5	0.38
41	42	7	38	72	131	5	0.38
42	24	12	28	25	91	5	0.57
43	23	3	24	82	185	5	0.57
44	11	14	15	59	88	5	0.36
45	6	38	32	29	99	5	0.38
46	2	48	11	63	180	5	0.38
47	8	56	33	34	176	5	0.36
48	13	52	13	27	192	5	0.57
49	6	68	39	93	132	5	0.38
50	47	47	39	41	203	5	0.57
51	49	58	10	36	149	10	2
52	27	43	9	11	195	10	2
53	37	31	14	87	112	10	2
54	57	29	18	90	197	10	2
55	63	23	2	126	155	10	2
56	53	12	6	106	163	10	2
57	32	12	7	48	163	10	2
58	36	26	18	178	210	10	2
59	21	24	28	17	202	10	2
60	17	34	3	70	201	10	2
61	12	24	13	29	132	10	2
62	24	58	19	46	79	10	2
63	27	69	10	34	172	10	2
64	15	77	9	48	107	10	2
65	62	77	20	49	113	10	2
66	49	73	25	104	159	10	2
67	67	5	25	73	102	10	2
68	56	39	36	117	176	10	2
69	37	47	6	39	70	10	2
70	37	56	5	123	198	10	2
71	57	68	15	39	148	10	2
72	47	16	25	22	197	10	2
73	44	17	9	30	135	10	2
74	46	13	94	138	169	10	2
75	49	11	53	27	192	10	2
76	49	42	71	65	90	10	2
77	53	43	67	168	199	10	2
78	61	52	60	71	130	10	2
79	57	48	65	84	109	10	2
80	56	37	77	135	198	10	2
81	55	54	90	57	140	10	2
82	15	47	84	23	196	10	2
83	14	37	53	21	198	10	2
84	11	31	69	93	118	10	2
85	16	22	89	23	177	10	2
86	4	18	55	49	148	10	2
87	28	18	58	88	107	10	2
88	26	52	60	50	107	10	2
89	26	35	99	68	211	10	2
90	31	67	81	46	153	10	2
91	15	19	98	25	194	10	2
92	22	22	59	18	53	10	2
93	18	24	85	129	199	10	2
94	26	27	66	35	174	10	2
95	25	24	66	14	205	10	2
96	22	27	54	51	204	10	2
97	25	21	96	92	183	10	2
98	19	21	94	21	198	10	2
99	20	26	65	74	101	10	2
100	18	18	92	159	195	10	2
							
