VEHICLE	DRONE						
NUMBER	NUMBER						
7	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	240	0	0
1	25	85	28	145	175	5	0.36
2	22	75	10	50	80	5	0.38
3	22	85	19	109	139	5	0.57
4	20	80	27	141	171	5	0.36
5	20	85	12	41	71	5	0.38
6	18	75	17	95	125	5	0.57
7	15	75	38	79	109	5	0.38
8	15	80	10	91	121	5	0.57
9	10	35	29	91	121	5	0.38
10	10	40	30	119	149	5	0.57
11	8	40	19	59	89	5	0.57
12	8	45	32	64	94	5	0.36
13	5	35	10	142	172	5	0.38
14	5	45	12	35	65	5	0.57
15	2	40	30	58	88	5	0.38
16	0	40	11	72	102	5	0.57
17	0	45	30	149	179	5	0.36
18	44	5	26	87	117	5	0.57
19	42	10	20	72	102	5	0.36
20	42	15	24	122	152	5	0.57
21	40	5	37	67	97	5	0.38
22	40	15	30	92	122	5	0.57
23	38	5	19	65	95	5	0.38
24	38	15	27	148	178	5	0.57
25	35	5	31	154	184	5	0.36
26	95	30	34	115	145	5	0.38
27	95	35	31	62	92	5	0.57
28	92	30	39	62	92	5	0.57
29	90	35	39	67	97	5	0.36
30	88	30	39	74	104	5	0.38
31	88	35	22	61	91	5	0.57
32	87	30	26	131	161	5	0.38
33	85	25	14	51	81	5	0.57
34	85	35	12	111	141	5	0.36
35	67	85	40	139	169	5	0.38
36	65	85	29	43	73	5	0.57
37	65	82	20	124	154	5	0.57
38	62	80	25	75	105	5	0.36
39	60	80	26	37	67	5	0.38
40	60	85	18	85	115	5	0.57
41	58	75	19	92	122	5	0.38
42	55	80	30	33	63	5	0.57
43	55	85	19	128	158	5	0.36
44	55	82	34	64	94	5	0.57
45	20	82	32	37	67	5	0.38
46	18	80	17	113	143	5	0.57
47	2	45	31	45	75	5	0.36
48	42	5	27	151	181	5	0.57
49	42	12	22	104	134	5	0.38
50	72	35	37	116	146	5	0.57
51	55	20	19	83	113	10	2
52	25	30	3	52	82	10	2
53	20	50	5	91	121	10	2
54	55	60	16	139	169	10	2
55	30	60	16	140	170	10	2
56	50	35	19	130	160	10	2
57	30	25	23	96	126	10	2
58	15	10	20	152	182	10	2
59	10	20	19	42	72	10	2
60	15	60	17	155	185	10	2
61	45	65	9	66	96	10	2
62	65	35	3	52	82	10	2
63	65	20	6	39	69	10	2
64	45	30	17	53	83	10	2
65	35	40	16	11	41	10	2
66	41	37	16	133	163	10	2
67	64	42	9	70	100	10	2
68	40	60	21	144	174	10	2
69	31	52	27	41	71	10	2
70	35	69	23	180	210	10	2
71	65	55	14	65	95	10	2
72	63	65	8	30	60	10	2
73	2	60	5	77	107	10	2
74	20	20	53	141	171	10	2
75	5	5	87	74	104	10	2
76	60	12	73	75	105	10	2
77	23	3	66	150	180	10	2
78	8	56	86	90	120	10	2
79	6	68	63	89	119	10	2
80	47	47	65	192	222	10	2
81	49	58	83	86	116	10	2
82	27	43	83	42	72	10	2
83	37	31	58	35	65	10	2
84	57	29	52	96	126	10	2
85	63	23	76	87	117	10	2
86	21	24	86	87	117	10	2
87	12	24	65	90	120	10	2
88	24	58	64	67	97	10	2
89	67	5	74	144	174	10	2
90	37	47	98	86	116	10	2
91	49	42	77	167	197	10	2
92	53	43	90	14	44	10	2
93	61	52	87	178	208	10	2
94	57	48	74	95	125	10	2
95	56	37	60	34	64	10	2
96	55	54	83	132	162	10	2
97	4	18	84	120	150	10	2
98	26	52	87	46	76	10	2
99	26	35	97	77	107	10	2
100	31	67	59	180	210	10	2
							
