VEHICLE	DRONE						
NUMBER	NUMBER						
11	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	1000	0	0
1	41	49	32	0	974	5	0.36
2	35	17	25	0	972	5	0.38
3	55	45	22	0	967	5	0.57
4	55	20	35	678	801	5	0.36
5	15	30	16	0	969	5	0.38
6	25	30	16	415	514	5	0.57
7	20	50	17	0	968	5	0.38
8	10	43	37	404	481	5	0.57
9	55	60	37	400	497	5	0.38
10	30	60	11	577	632	5	0.57
11	20	65	11	206	325	5	0.57
12	50	35	33	0	975	5	0.36
13	30	25	31	690	827	5	0.38
14	15	10	28	0	957	5	0.57
15	30	5	15	175	300	5	0.38
16	10	20	29	0	960	5	0.57
17	5	30	39	733	870	5	0.36
18	20	40	26	0	974	5	0.57
19	15	60	39	0	957	5	0.36
20	45	65	26	0	958	5	0.57
21	45	20	24	0	971	5	0.38
22	45	10	20	409	494	5	0.57
23	55	5	38	206	325	5	0.38
24	65	35	23	0	960	5	0.57
25	65	20	19	817	956	5	0.36
26	45	30	33	0	978	5	0.38
27	35	40	38	104	255	5	0.57
28	41	37	16	0	983	5	0.57
29	64	42	16	0	960	5	0.36
30	40	60	29	259	354	5	0.38
31	31	52	23	0	972	5	0.57
32	35	69	36	0	956	5	0.38
33	53	52	14	45	200	5	0.57
34	65	55	31	0	953	5	0.36
35	63	65	28	686	813	5	0.38
36	2	60	23	41	208	5	0.57
37	20	20	28	0	968	5	0.57
38	5	5	17	302	405	5	0.36
39	60	12	14	33	224	5	0.38
40	40	25	25	360	437	5	0.57
41	42	7	23	396	511	5	0.38
42	24	12	21	25	172	5	0.57
43	23	3	25	0	955	5	0.36
44	11	14	15	233	340	5	0.57
45	6	38	36	29	189	5	0.38
46	2	48	37	0	954	5	0.57
47	8	56	40	0	955	5	0.36
48	13	52	22	0	962	5	0.57
49	6	68	11	501	540	5	0.38
50	47	47	38	0	973	5	0.57
51	49	58	10	0	963	10	2
52	27	43	9	0	978	10	2
53	37	31	14	414	489	10	2
54	57	29	18	0	967	10	2
55	63	23	2	620	739	10	2
56	53	12	6	585	692	10	2
57	32	12	7	0	966	10	2
58	36	26	18	849	980	10	2
59	21	24	28	0	972	10	2
60	17	34	3	0	971	10	2
61	12	24	13	0	964	10	2
62	24	58	19	163	302	10	2
63	27	69	10	0	955	10	2
64	15	77	9	214	333	10	2
65	62	77	20	49	188	10	2
66	49	73	25	592	693	10	2
67	67	5	25	294	401	10	2
68	56	39	36	637	752	10	2
69	37	47	6	162	293	10	2
70	37	56	5	788	968	10	2
71	57	68	15	0	950	10	2
72	47	16	25	0	967	10	2
73	44	17	9	0	969	10	2
74	46	13	51	681	802	10	2
75	49	11	92	0	962	10	2
76	49	42	98	290	373	10	2
77	53	43	74	817	952	10	2
78	61	52	57	384	499	10	2
79	57	48	77	388	465	10	2
80	56	37	79	839	968	10	2
81	55	54	97	0	962	10	2
82	15	47	57	0	966	10	2
83	14	37	79	0	968	10	2
84	11	31	60	436	511	10	2
85	16	22	56	0	966	10	2
86	4	18	82	0	954	10	2
87	28	18	71	420	447	10	2
88	26	52	91	279	388	10	2
89	26	35	92	0	981	10	2
90	31	67	75	0	957	10	2
91	15	19	80	0	964	10	2
92	22	22	71	18	181	10	2
93	18	24	71	811	969	10	2
94	26	27	57	0	977	10	2
95	25	24	82	0	975	10	2
96	22	27	73	0	974	10	2
97	25	21	66	0	972	10	2
98	19	21	67	0	968	10	2
99	20	26	65	333	432	10	2
100	18	18	77	798	965	10	2
							
