VEHICLE	DRONE						
NUMBER	NUMBER						
8	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	3390	0	0
1	52	75	28	0	3272	45	0.36
2	45	70	33	0	3279	45	0.38
3	62	69	22	0	3270	45	0.57
4	60	66	20	1261	1421	45	0.36
5	42	65	15	0	3284	45	0.38
6	16	42	35	497	657	45	0.57
7	58	70	22	0	3273	45	0.38
8	34	60	22	2887	3047	45	0.57
9	28	70	33	2601	2761	45	0.38
10	35	66	32	2791	2951	45	0.57
11	35	69	37	2698	2858	45	0.57
12	25	85	24	0	3261	45	0.36
13	22	75	20	2405	2565	45	0.38
14	22	85	18	2026	2186	45	0.57
15	20	80	22	2216	2376	45	0.38
16	20	85	12	1934	2094	45	0.57
17	18	75	40	2311	2471	45	0.36
18	15	75	19	1742	1902	45	0.57
19	15	80	38	1837	1997	45	0.36
20	30	50	33	10	170	45	0.57
21	30	56	24	0	3288	45	0.38
22	28	52	33	22	182	45	0.57
23	14	66	28	1643	1803	45	0.38
24	25	50	26	116	276	45	0.57
25	22	66	29	2504	2664	45	0.36
26	8	62	20	0	3265	45	0.38
27	23	52	26	209	369	45	0.57
28	4	55	20	1447	1607	45	0.57
29	20	50	12	398	558	45	0.36
30	20	55	30	303	463	45	0.38
31	10	35	34	0	3266	45	0.57
32	10	40	30	593	753	45	0.38
33	8	40	34	685	845	45	0.57
34	8	45	30	0	3267	45	0.36
35	5	35	25	876	1036	45	0.38
36	5	45	26	1253	1413	45	0.57
37	2	40	21	0	3260	45	0.57
38	0	40	36	1063	1223	45	0.36
39	0	45	17	1158	1318	45	0.38
40	36	18	26	1819	1979	45	0.57
41	35	32	12	2758	2918	45	0.38
42	33	32	11	2666	2826	45	0.57
43	33	35	25	2573	2733	45	0.36
44	32	20	24	1913	2073	45	0.57
45	30	30	30	2105	2265	45	0.38
46	34	25	19	2009	2169	45	0.57
47	30	35	14	2480	2640	45	0.36
48	36	40	32	0	3289	45	0.57
49	48	20	24	967	1127	45	0.38
50	26	32	20	0	3277	45	0.57
51	25	30	10	2200	2360	90	2
52	25	35	10	0	3278	90	2
53	44	5	20	1256	1416	90	2
54	42	10	40	1160	1320	90	2
55	42	15	10	1065	1225	90	2
56	40	5	30	1350	1510	90	2
57	38	15	40	1725	1885	90	2
58	38	5	30	1442	1602	90	2
59	38	10	10	0	3259	90	2
60	35	5	20	1535	1695	90	2
61	50	30	10	401	561	90	2
62	50	35	20	120	280	90	2
63	50	40	50	25	185	90	2
64	48	30	10	493	653	90	2
65	44	25	10	871	1031	90	2
66	47	35	10	588	748	90	2
67	47	40	10	12	172	90	2
68	42	30	10	776	936	90	2
69	45	35	10	680	840	90	2
70	95	30	30	2321	2481	90	2
71	95	35	20	2226	2386	90	2
72	53	30	10	0	3276	90	2
73	92	30	10	2414	2574	90	2
74	53	35	61	213	373	90	2
75	45	65	54	0	3284	90	2
76	90	35	84	2131	2291	90	2
77	72	45	66	2900	3060	90	2
78	78	40	92	2802	2962	90	2
79	87	30	83	2608	2768	90	2
80	85	25	66	2513	2673	90	2
81	85	35	84	2703	2863	90	2
82	75	55	86	0	3264	90	2
83	72	55	62	0	3267	90	2
84	70	58	58	1641	1801	90	2
85	86	46	59	0	3253	90	2
86	66	55	69	1736	1896	90	2
87	64	46	54	3097	3257	90	2
88	65	60	76	1546	1706	90	2
89	56	64	58	1355	1515	90	2
90	60	55	65	3119	3279	90	2
91	60	60	77	0	3277	90	2
92	67	85	77	694	854	90	2
93	42	58	90	8	168	90	2
94	65	82	76	0	3259	90	2
95	62	80	58	0	3262	90	2
96	62	40	87	0	3275	90	2
97	60	85	55	597	757	90	2
98	58	75	56	0	3269	90	2
99	55	80	76	407	567	90	2
100	55	85	60	502	662	90	2
							
							
