VEHICLE	DRONE						
NUMBER	NUMBER						
10	6						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	1236	0	0
1	45	68	21	830	1049	45	0.36
2	45	70	32	756	939	45	0.57
3	42	66	17	16	336	45	0.36
4	42	68	24	643	866	45	0.38
5	42	65	36	15	226	45	0.57
6	40	69	14	499	824	45	0.38
7	40	66	18	87	308	45	0.38
8	38	68	17	150	429	45	0.57
9	38	70	28	429	710	45	0.57
10	35	66	23	279	488	45	0.36
11	35	69	19	363	590	45	0.38
12	25	85	15	547	826	45	0.38
13	22	75	32	30	280	45	0.57
14	22	85	31	489	698	45	0.57
15	20	80	11	318	495	45	0.36
16	20	85	40	394	609	45	0.38
17	18	75	14	33	226	45	0.57
18	15	75	15	68	365	45	0.38
19	15	80	17	176	447	45	0.57
20	30	50	19	10	265	45	0.36
21	30	52	17	836	1043	45	0.38
22	28	52	14	704	991	45	0.57
23	28	55	17	664	845	45	0.38
24	25	50	29	15	333	45	0.57
25	25	52	40	88	305	45	0.36
26	25	55	31	502	821	45	0.38
27	23	52	23	179	398	45	0.57
28	23	55	33	476	663	45	0.57
29	20	50	38	288	475	45	0.36
30	20	55	31	368	585	45	0.38
31	10	35	35	144	293	45	0.57
32	10	40	33	31	309	45	0.57
33	8	40	38	33	313	45	0.36
34	8	45	13	655	912	45	0.38
35	5	35	36	191	436	45	0.57
36	5	45	36	588	793	45	0.38
37	2	40	25	305	512	45	0.57
38	0	40	36	414	587	45	0.36
39	0	45	35	481	710	45	0.38
40	35	30	23	180	405	45	0.57
41	35	32	17	63	338	45	0.38
42	33	32	26	19	345	45	0.57
43	33	35	26	16	273	45	0.36
44	32	30	28	278	493	45	0.57
45	30	30	19	453	688	45	0.38
46	30	32	31	355	602	45	0.57
47	30	35	37	837	1127	45	0.36
48	28	30	19	539	786	45	0.57
49	28	35	31	867	1126	45	0.38
50	26	32	27	719	976	45	0.57
51	25	30	10	635	876	90	2
52	25	35	10	825	1056	90	2
53	44	5	20	193	440	90	2
54	42	10	40	78	365	90	2
55	42	15	10	35	287	90	2
56	40	5	30	308	513	90	2
57	40	15	40	35	246	90	2
58	38	5	30	376	629	90	2
59	38	15	10	519	872	90	2
60	35	5	20	463	728	90	2
61	50	30	10	412	729	90	2
62	50	35	20	181	398	90	2
63	50	40	50	100	289	90	2
64	48	30	10	539	786	90	2
65	48	40	10	12	223	90	2
66	47	35	10	753	948	90	2
67	47	40	10	12	275	90	2
68	45	30	10	669	842	90	2
69	45	35	10	836	1049	90	2
70	95	30	30	284	559	90	2
71	95	35	20	194	459	90	2
72	53	30	10	367	588	90	2
73	92	30	10	370	659	90	2
74	53	35	75	263	502	90	2
75	45	65	56	847	1130	90	2
76	90	35	84	119	344	90	2
77	88	30	53	469	748	90	2
78	88	35	79	50	295	90	2
79	87	30	75	573	826	90	2
80	85	25	75	694	895	90	2
81	85	35	79	47	356	90	2
82	75	55	88	293	496	90	2
83	72	55	93	154	449	90	2
84	70	58	71	360	621	90	2
85	68	60	88	470	697	90	2
86	66	55	59	76	335	90	2
87	65	55	73	25	260	90	2
88	65	60	96	551	802	90	2
89	63	58	87	640	899	90	2
90	60	55	90	20	276	90	2
91	60	60	78	756	969	90	2
92	67	85	82	257	552	90	2
93	65	85	67	409	584	90	2
94	65	82	83	209	412	90	2
95	62	80	96	130	305	90	2
96	60	80	84	36	283	90	2
97	60	85	94	470	713	90	2
98	58	75	60	30	248	90	2
99	55	80	71	628	935	90	2
100	55	85	71	530	843	90	2
