VEHICLE	DRONE						
NUMBER	NUMBER						
7	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	240	0	0
1	25	85	26	0	191	5	0.38
2	22	75	12	0	199	5	0.57
3	22	85	18	0	190	5	0.36
4	20	80	32	141	171	5	0.38
5	20	85	32	0	189	5	0.57
6	18	75	18	95	125	5	0.57
7	15	75	24	0	194	5	0.38
8	15	80	18	91	121	5	0.57
9	10	35	21	91	121	5	0.57
10	10	40	39	119	149	5	0.36
11	8	40	26	59	89	5	0.38
12	8	45	30	0	197	5	0.57
13	5	35	16	142	172	5	0.38
14	5	45	19	35	65	5	0.57
15	2	40	37	58	88	5	0.36
16	0	40	15	72	102	5	0.57
17	0	45	29	149	179	5	0.36
18	44	5	35	87	117	5	0.38
19	42	10	29	72	102	5	0.57
20	42	15	12	122	152	5	0.57
21	40	5	11	0	185	5	0.38
22	40	15	14	92	122	5	0.57
23	38	5	21	65	95	5	0.38
24	38	15	11	148	178	5	0.57
25	35	5	39	154	184	5	0.36
26	95	30	38	0	171	5	0.38
27	95	35	12	62	92	5	0.57
28	92	30	31	62	92	5	0.57
29	90	35	17	67	97	5	0.36
30	88	30	21	74	104	5	0.38
31	88	35	20	0	179	5	0.57
32	87	30	12	131	161	5	0.38
33	85	25	28	51	81	5	0.57
34	85	35	20	0	182	5	0.36
35	67	85	31	139	169	5	0.38
36	65	85	36	43	73	5	0.57
37	65	82	35	0	189	5	0.57
38	62	80	34	75	105	5	0.36
39	60	80	21	37	67	5	0.38
40	60	85	22	85	115	5	0.57
41	58	75	36	92	122	5	0.38
42	55	80	33	33	63	5	0.57
43	55	85	21	128	158	5	0.36
44	55	82	35	64	94	5	0.57
45	20	82	24	37	67	5	0.38
46	18	80	22	113	143	5	0.57
47	2	45	25	45	75	5	0.36
48	42	5	26	0	184	5	0.57
49	42	12	27	104	134	5	0.38
50	72	35	20	0	194	5	0.57
51	55	20	19	83	113	10	2
52	25	30	3	0	205	10	2
53	20	50	5	91	121	10	2
54	55	60	16	139	169	10	2
55	30	60	16	140	170	10	2
56	50	35	19	130	160	10	2
57	30	25	23	96	126	10	2
58	15	10	20	152	182	10	2
59	10	20	19	0	187	10	2
60	15	60	17	155	185	10	2
61	45	65	9	66	96	10	2
62	65	35	3	52	82	10	2
63	65	20	6	39	69	10	2
64	45	30	17	53	83	10	2
65	35	40	16	11	41	10	2
66	41	37	16	133	163	10	2
67	64	42	9	70	100	10	2
68	40	60	21	144	174	10	2
69	31	52	27	41	71	10	2
70	35	69	23	180	210	10	2
71	65	55	14	65	95	10	2
72	63	65	8	0	202	10	2
73	2	60	5	77	107	10	2
74	20	20	69	141	171	10	2
75	5	5	93	0	172	10	2
76	60	12	66	75	105	10	2
77	23	3	85	150	180	10	2
78	8	56	72	90	120	10	2
79	6	68	70	89	119	10	2
80	47	47	97	192	222	10	2
81	49	58	53	86	116	10	2
82	27	43	77	0	215	10	2
83	37	31	82	0	210	10	2
84	57	29	85	96	126	10	2
85	63	23	63	0	194	10	2
86	21	24	51	87	117	10	2
87	12	24	61	90	120	10	2
88	24	58	84	67	97	10	2
89	67	5	58	144	174	10	2
90	37	47	60	86	116	10	2
91	49	42	88	0	217	10	2
92	53	43	85	14	44	10	2
93	61	52	86	178	208	10	2
94	57	48	50	0	212	10	2
95	56	37	64	0	209	10	2
96	55	54	63	0	214	10	2
97	4	18	94	120	150	10	2
98	26	52	92	0	215	10	2
99	26	35	82	77	107	10	2
100	31	67	91	180	210	10	2
							
