VEHICLE	DRONE						
NUMBER	NUMBER						
8	6						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	960	0	0
1	25	85	23	0	911	5	0.36
2	22	75	22	0	919	5	0.57
3	22	85	35	0	910	5	0.36
4	20	80	33	644	764	5	0.38
5	20	85	26	0	909	5	0.57
6	18	75	31	388	508	5	0.38
7	15	75	30	0	914	5	0.38
8	15	80	19	367	487	5	0.57
9	10	35	10	371	491	5	0.57
10	10	40	40	519	639	5	0.36
11	8	40	15	195	315	5	0.38
12	8	45	19	0	917	5	0.38
13	5	35	20	653	773	5	0.57
14	5	45	36	35	155	5	0.57
15	2	40	17	174	294	5	0.36
16	0	40	30	255	375	5	0.38
17	0	45	17	703	823	5	0.57
18	44	5	17	335	455	5	0.38
19	42	10	23	254	374	5	0.57
20	42	15	21	537	657	5	0.36
21	40	5	29	0	905	5	0.38
22	40	15	30	375	495	5	0.57
23	38	5	11	201	321	5	0.38
24	38	15	15	681	801	5	0.57
25	35	5	34	784	904	5	0.36
26	95	30	18	0	891	5	0.38
27	95	35	36	146	266	5	0.57
28	92	30	36	149	269	5	0.57
29	90	35	16	194	314	5	0.36
30	88	30	14	246	366	5	0.38
31	88	35	30	0	899	5	0.57
32	87	30	20	621	741	5	0.57
33	85	25	39	80	200	5	0.36
34	85	35	35	0	902	5	0.38
35	67	85	20	657	777	5	0.57
36	65	85	23	43	163	5	0.38
37	65	82	20	0	909	5	0.57
38	62	80	34	278	398	5	0.36
39	60	80	21	64	184	5	0.38
40	60	85	21	329	449	5	0.57
41	58	75	20	376	496	5	0.38
42	55	80	38	33	153	5	0.57
43	55	85	19	574	694	5	0.36
44	55	82	33	217	337	5	0.57
45	20	82	28	37	157	5	0.38
46	18	80	15	489	609	5	0.57
47	2	45	20	105	225	5	0.36
48	42	5	28	0	904	5	0.57
49	42	12	17	440	560	5	0.38
50	72	35	22	0	914	5	0.57
51	55	20	19	326	446	10	2
52	25	30	3	0	925	10	2
53	20	50	5	375	495	10	2
54	55	60	16	601	721	10	2
55	30	60	16	599	719	10	2
56	50	35	19	557	677	10	2
57	30	25	23	397	517	10	2
58	15	10	20	782	902	10	2
59	10	20	19	0	907	10	2
60	15	60	17	694	814	10	2
61	45	65	9	258	378	10	2
62	65	35	3	167	287	10	2
63	65	20	6	39	159	10	2
64	45	30	17	191	311	10	2
65	35	40	16	11	131	10	2
66	41	37	16	566	686	10	2
67	64	42	9	268	388	10	2
68	40	60	21	612	732	10	2
69	31	52	27	157	277	10	2
70	35	69	23	810	930	10	2
71	65	55	14	241	361	10	2
72	63	65	8	0	922	10	2
73	2	60	5	286	406	10	2
74	20	20	53	645	765	10	2
75	5	5	99	0	892	10	2
76	60	12	89	268	388	10	2
77	23	3	68	764	884	10	2
78	8	56	79	365	485	10	2
79	6	68	61	352	472	10	2
80	47	47	60	822	942	10	2
81	49	58	65	355	475	10	2
82	27	43	69	0	935	10	2
83	37	31	52	0	930	10	2
84	57	29	91	395	515	10	2
85	63	23	62	0	914	10	2
86	21	24	81	349	469	10	2
87	12	24	88	359	479	10	2
88	24	58	78	260	380	10	2
89	67	5	87	713	833	10	2
90	37	47	72	359	479	10	2
91	49	42	79	0	937	10	2
92	53	43	59	14	134	10	2
93	61	52	55	808	928	10	2
94	57	48	57	0	932	10	2
95	56	37	58	0	929	10	2
96	55	54	99	0	934	10	2
97	4	18	71	547	667	10	2
98	26	52	97	0	935	10	2
99	26	35	72	308	428	10	2
100	31	67	68	810	930	10	2
