VEHICLE	DRONE						
NUMBER	NUMBER						
10	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	1000	0	0
1	41	49	17	0	974	5	0.38
2	35	17	25	0	972	5	0.57
3	55	45	36	0	967	5	0.36
4	55	20	36	620	860	5	0.38
5	15	30	22	0	969	5	0.57
6	25	30	23	345	585	5	0.57
7	20	50	37	0	968	5	0.38
8	10	43	13	323	563	5	0.57
9	55	60	20	329	569	5	0.57
10	30	60	18	485	725	5	0.36
11	20	65	33	146	386	5	0.38
12	50	35	31	0	975	5	0.57
13	30	25	38	639	879	5	0.38
14	15	10	36	32	272	5	0.57
15	30	5	37	118	358	5	0.36
16	10	20	12	203	443	5	0.57
17	5	30	28	682	922	5	0.36
18	20	40	38	286	526	5	0.38
19	15	60	29	204	444	5	0.57
20	45	65	30	504	744	5	0.57
21	45	20	26	0	971	5	0.38
22	45	10	36	332	572	5	0.57
23	55	5	12	146	386	5	0.38
24	65	35	38	656	896	5	0.57
25	65	20	34	716	956	5	0.36
26	45	30	33	0	978	5	0.38
27	35	40	38	60	300	5	0.57
28	41	37	28	65	305	5	0.57
29	64	42	16	132	372	5	0.36
30	40	60	31	187	427	5	0.38
31	31	52	17	0	972	5	0.57
32	35	69	39	599	839	5	0.38
33	53	52	25	24	264	5	0.57
34	65	55	19	0	953	5	0.36
35	63	65	27	630	870	5	0.38
36	2	60	16	41	281	5	0.57
37	20	20	14	0	968	5	0.57
38	5	5	13	234	474	5	0.36
39	60	12	38	33	273	5	0.38
40	40	25	35	279	519	5	0.57
41	42	7	31	334	574	5	0.38
42	24	12	20	25	265	5	0.57
43	23	3	23	543	783	5	0.36
44	11	14	17	167	407	5	0.57
45	6	38	13	29	269	5	0.38
46	2	48	16	452	692	5	0.57
47	8	56	26	48	288	5	0.36
48	13	52	32	0	962	5	0.57
49	6	68	13	401	641	5	0.38
50	47	47	24	0	973	5	0.57
51	49	58	10	281	521	10	2
52	27	43	9	0	978	10	2
53	37	31	14	332	572	10	2
54	57	29	18	568	808	10	2
55	63	23	2	560	800	10	2
56	53	12	6	519	759	10	2
57	32	12	7	356	596	10	2
58	36	26	18	740	980	10	2
59	21	24	28	0	972	10	2
60	17	34	3	672	912	10	2
61	12	24	13	214	454	10	2
62	24	58	19	113	353	10	2
63	27	69	10	34	274	10	2
64	15	77	9	154	394	10	2
65	62	77	20	49	289	10	2
66	49	73	25	523	763	10	2
67	67	5	25	228	468	10	2
68	56	39	36	575	815	10	2
69	37	47	6	108	348	10	2
70	37	56	5	728	968	10	2
71	57	68	15	198	438	10	2
72	47	16	25	0	967	10	2
73	44	17	9	234	474	10	2
74	46	13	67	622	862	10	2
75	49	11	72	0	962	10	2
76	49	42	92	212	452	10	2
77	53	43	52	730	970	10	2
78	61	52	71	322	562	10	2
79	57	48	99	307	547	10	2
80	56	37	51	728	968	10	2
81	55	54	60	314	554	10	2
82	15	47	71	0	966	10	2
83	14	37	75	0	968	10	2
84	11	31	85	354	594	10	2
85	16	22	84	0	966	10	2
86	4	18	86	307	547	10	2
87	28	18	100	314	554	10	2
88	26	52	56	214	454	10	2
89	26	35	59	718	958	10	2
90	31	67	65	320	560	10	2
91	15	19	71	0	964	10	2
92	22	22	65	18	258	10	2
93	18	24	65	729	969	10	2
94	26	27	69	0	977	10	2
95	25	24	60	0	975	10	2
96	22	27	72	0	974	10	2
97	25	21	59	523	763	10	2
98	19	21	88	0	968	10	2
99	20	26	59	263	503	10	2
100	18	18	94	725	965	10	2
