VEHICLE	DRONE						
NUMBER	NUMBER						
8	7						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	3390	0	0
1	52	75	26	213	568	45	0.36
2	45	70	30	22	563	45	0.57
3	62	69	35	1030	1463	45	0.36
4	60	66	38	1154	1527	45	0.38
5	42	65	31	15	402	45	0.57
6	16	42	26	331	822	45	0.38
7	58	70	16	965	1340	45	0.38
8	34	60	13	2653	3280	45	0.57
9	28	70	31	2385	2976	45	0.57
10	35	66	35	2628	3113	45	0.36
11	35	69	11	2603	2952	45	0.38
12	25	85	10	1985	2412	45	0.38
13	22	75	13	2310	2659	45	0.57
14	22	85	23	1846	2365	45	0.57
15	20	80	29	2077	2514	45	0.36
16	20	85	14	1763	2264	45	0.38
17	18	75	20	2143	2638	45	0.57
18	15	75	12	1560	2083	45	0.38
19	15	80	39	1689	2144	45	0.57
20	30	50	20	10	645	45	0.36
21	30	56	24	2675	3288	45	0.38
22	28	52	17	12	505	45	0.57
23	14	66	39	1519	1926	45	0.38
24	25	50	36	23	368	45	0.57
25	22	66	25	2380	2787	45	0.36
26	8	62	32	1330	1919	45	0.38
27	23	52	18	93	484	45	0.57
28	4	55	31	1268	1785	45	0.57
29	20	50	33	168	787	45	0.36
30	20	55	40	170	595	45	0.38
31	10	35	33	585	1136	45	0.57
32	10	40	28	448	897	45	0.57
33	8	40	32	499	1030	45	0.36
34	8	45	21	1190	1661	45	0.38
35	5	35	39	666	1245	45	0.57
36	5	45	35	1076	1589	45	0.38
37	2	40	23	772	1329	45	0.57
38	0	40	14	890	1395	45	0.36
39	0	45	36	1036	1439	45	0.38
40	36	18	27	1612	2185	45	0.57
41	35	32	33	2599	3076	45	0.38
42	33	32	28	2529	2962	45	0.57
43	33	35	39	2463	2842	45	0.36
44	32	20	32	1745	2240	45	0.57
45	30	30	17	1932	2437	45	0.38
46	34	25	28	1884	2293	45	0.57
47	30	35	16	2348	2771	45	0.36
48	36	40	25	2715	3156	45	0.57
49	48	20	21	812	1281	45	0.38
50	26	32	13	2018	2725	45	0.57
51	25	30	10	2015	2544	90	2
52	25	35	10	2201	2728	90	2
53	44	5	20	1078	1593	90	2
54	42	10	40	998	1481	90	2
55	42	15	10	897	1392	90	2
56	40	5	30	1199	1660	90	2
57	38	15	40	1552	2057	90	2
58	38	5	30	1263	1780	90	2
59	38	10	10	1498	1921	90	2
60	35	5	20	1325	1904	90	2
61	50	30	10	223	738	90	2
62	50	35	20	18	474	90	2
63	50	40	50	14	360	90	2
64	48	30	10	246	899	90	2
65	44	25	10	704	1197	90	2
66	47	35	10	393	942	90	2
67	47	40	10	12	424	90	2
68	42	30	10	641	1070	90	2
69	45	35	10	534	985	90	2
70	95	30	30	2119	2682	90	2
71	95	35	20	2079	2532	90	2
72	53	30	10	131	644	90	2
73	92	30	10	2169	2818	90	2
74	53	35	73	87	498	90	2
75	45	65	58	15	607	90	2
76	90	35	52	2002	2419	90	2
77	72	45	68	2701	3258	90	2
78	78	40	78	2599	3164	90	2
79	87	30	70	2505	2870	90	2
80	85	25	88	2369	2816	90	2
81	85	35	73	2563	3002	90	2
82	75	55	65	1783	2226	90	2
83	72	55	52	1591	2232	90	2
84	70	58	75	1513	1928	90	2
85	86	46	63	1829	2388	90	2
86	66	55	61	1604	2027	90	2
87	64	46	88	2976	3275	90	2
88	65	60	52	1338	1913	90	2
89	56	64	89	1116	1753	90	2
90	60	55	87	2789	3279	90	2
91	60	60	52	1349	1712	90	2
92	67	85	76	518	1029	90	2
93	42	58	95	8	509	90	2
94	65	82	71	549	1186	90	2
95	62	80	59	744	1177	90	2
96	62	40	87	2713	3275	90	2
97	60	85	99	397	956	90	2
98	58	75	74	839	1276	90	2
99	55	80	92	272	701	90	2
100	55	85	91	373	790	90	2
