VEHICLE	DRONE						
NUMBER	NUMBER						
12	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	1236	0	0
1	45	68	11	760	1120	45	0.57
2	45	70	38	668	1028	45	0.36
3	42	66	23	16	376	45	0.38
4	42	68	30	575	935	45	0.57
5	42	65	28	15	375	45	0.38
6	40	69	24	482	842	45	0.38
7	40	66	36	18	378	45	0.57
8	38	68	15	110	470	45	0.57
9	38	70	13	390	750	45	0.36
10	35	66	33	204	564	45	0.38
11	35	69	35	297	657	45	0.38
12	25	85	18	507	867	45	0.57
13	22	75	28	30	390	45	0.38
14	22	85	12	414	774	45	0.57
15	20	80	23	227	587	45	0.57
16	20	85	22	322	682	45	0.36
17	18	75	34	33	393	45	0.38
18	15	75	31	37	397	45	0.57
19	15	80	32	132	492	45	0.38
20	30	50	38	10	370	45	0.57
21	30	52	31	760	1120	45	0.36
22	28	52	18	668	1028	45	0.57
23	28	55	26	575	935	45	0.38
24	25	50	24	15	375	45	0.57
25	25	52	25	17	377	45	0.36
26	25	55	16	482	842	45	0.38
27	23	52	12	109	469	45	0.57
28	23	55	28	390	750	45	0.38
29	20	50	31	202	562	45	0.38
30	20	55	10	297	657	45	0.57
31	10	35	20	39	399	45	0.57
32	10	40	16	31	391	45	0.36
33	8	40	35	33	393	45	0.38
34	8	45	37	604	964	45	0.38
35	5	35	22	134	494	45	0.38
36	5	45	35	511	871	45	0.57
37	2	40	37	229	589	45	0.36
38	0	40	40	321	681	45	0.38
39	0	45	32	416	776	45	0.57
40	35	30	24	113	473	45	0.38
41	35	32	17	21	381	45	0.38
42	33	32	13	19	379	45	0.57
43	33	35	25	16	376	45	0.57
44	32	30	23	206	566	45	0.36
45	30	30	10	391	751	45	0.38
46	30	32	21	299	659	45	0.38
47	30	35	38	767	1127	45	0.36
48	28	30	23	483	843	45	0.57
49	28	35	21	766	1126	45	0.38
50	26	32	34	668	1028	45	0.57
51	25	30	10	576	936	90	2
52	25	35	10	761	1121	90	2
53	44	5	20	137	497	90	2
54	42	10	40	42	402	90	2
55	42	15	10	35	395	90	2
56	40	5	30	231	591	90	2
57	40	15	40	35	395	90	2
58	38	5	30	323	683	90	2
59	38	15	10	516	876	90	2
60	35	5	20	416	776	90	2
61	50	30	10	391	751	90	2
62	50	35	20	110	470	90	2
63	50	40	50	15	375	90	2
64	48	30	10	483	843	90	2
65	48	40	10	12	372	90	2
66	47	35	10	671	1031	90	2
67	47	40	10	12	372	90	2
68	45	30	10	576	936	90	2
69	45	35	10	763	1123	90	2
70	95	30	30	242	602	90	2
71	95	35	20	147	507	90	2
72	53	30	10	298	658	90	2
73	92	30	10	335	695	90	2
74	53	35	55	203	563	90	2
75	45	65	58	770	1130	90	2
76	90	35	71	52	412	90	2
77	88	30	51	429	789	90	2
78	88	35	51	50	410	90	2
79	87	30	68	520	880	90	2
80	85	25	92	615	975	90	2
81	85	35	65	47	407	90	2
82	75	55	60	215	575	90	2
83	72	55	90	122	482	90	2
84	70	58	55	311	671	90	2
85	68	60	66	404	764	90	2
86	66	55	77	26	386	90	2
87	65	55	56	25	385	90	2
88	65	60	82	497	857	90	2
89	63	58	66	590	950	90	2
90	60	55	92	20	380	90	2
91	60	60	91	683	1043	90	2
92	67	85	81	225	585	90	2
93	65	85	54	317	677	90	2
94	65	82	90	131	491	90	2
95	62	80	51	38	398	90	2
96	60	80	79	36	396	90	2
97	60	85	96	412	772	90	2
98	58	75	98	30	390	90	2
99	55	80	77	602	962	90	2
100	55	85	62	507	867	90	2
