VEHICLE	DRONE						
NUMBER	NUMBER						
10	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	240	0	0
1	25	85	37	130	190	5	0.36
2	22	75	17	35	95	5	0.38
3	22	85	27	94	154	5	0.57
4	20	80	17	126	186	5	0.36
5	20	85	22	40	100	5	0.38
6	18	75	25	80	140	5	0.57
7	15	75	16	64	124	5	0.38
8	15	80	28	76	136	5	0.57
9	10	35	17	76	136	5	0.38
10	10	40	24	104	164	5	0.57
11	8	40	23	44	104	5	0.57
12	8	45	38	49	109	5	0.36
13	5	35	18	127	187	5	0.38
14	5	45	30	35	95	5	0.57
15	2	40	39	43	103	5	0.38
16	0	40	20	57	117	5	0.57
17	0	45	23	129	189	5	0.36
18	44	5	35	72	132	5	0.57
19	42	10	10	57	117	5	0.36
20	42	15	39	107	167	5	0.57
21	40	5	33	52	112	5	0.38
22	40	15	17	77	137	5	0.57
23	38	5	10	50	110	5	0.38
24	38	15	30	133	193	5	0.57
25	35	5	16	124	184	5	0.36
26	95	30	14	100	160	5	0.38
27	95	35	20	57	117	5	0.57
28	92	30	39	55	115	5	0.57
29	90	35	35	52	112	5	0.36
30	88	30	27	59	119	5	0.38
31	88	35	21	50	110	5	0.57
32	87	30	26	116	176	5	0.38
33	85	25	33	51	111	5	0.57
34	85	35	23	96	156	5	0.36
35	67	85	16	124	184	5	0.38
36	65	85	32	43	103	5	0.57
37	65	82	12	109	169	5	0.57
38	62	80	10	60	120	5	0.36
39	60	80	16	36	96	5	0.38
40	60	85	16	70	130	5	0.57
41	58	75	29	77	137	5	0.38
42	55	80	12	33	93	5	0.57
43	55	85	19	113	173	5	0.36
44	55	82	21	49	109	5	0.57
45	20	82	28	37	97	5	0.38
46	18	80	14	98	158	5	0.57
47	2	45	30	38	98	5	0.36
48	42	5	34	124	184	5	0.57
49	42	12	39	89	149	5	0.38
50	72	35	25	101	161	5	0.57
51	55	20	19	68	128	10	2
52	25	30	3	37	97	10	2
53	20	50	5	76	136	10	2
54	55	60	16	124	184	10	2
55	30	60	16	125	185	10	2
56	50	35	19	115	175	10	2
57	30	25	23	81	141	10	2
58	15	10	20	122	182	10	2
59	10	20	19	42	102	10	2
60	15	60	17	140	200	10	2
61	45	65	9	51	111	10	2
62	65	35	3	37	97	10	2
63	65	20	6	39	99	10	2
64	45	30	17	38	98	10	2
65	35	40	16	11	71	10	2
66	41	37	16	118	178	10	2
67	64	42	9	55	115	10	2
68	40	60	21	129	189	10	2
69	31	52	27	26	86	10	2
70	35	69	23	150	210	10	2
71	65	55	14	50	110	10	2
72	63	65	8	27	87	10	2
73	2	60	5	62	122	10	2
74	20	20	76	126	186	10	2
75	5	5	70	59	119	10	2
76	60	12	58	60	120	10	2
77	23	3	76	120	180	10	2
78	8	56	51	75	135	10	2
79	6	68	94	74	134	10	2
80	47	47	94	162	222	10	2
81	49	58	60	71	131	10	2
82	27	43	79	27	87	10	2
83	37	31	69	20	80	10	2
84	57	29	62	81	141	10	2
85	63	23	81	72	132	10	2
86	21	24	51	72	132	10	2
87	12	24	57	75	135	10	2
88	24	58	63	52	112	10	2
89	67	5	55	117	177	10	2
90	37	47	72	71	131	10	2
91	49	42	77	152	212	10	2
92	53	43	55	14	74	10	2
93	61	52	72	148	208	10	2
94	57	48	52	80	140	10	2
95	56	37	60	20	80	10	2
96	55	54	85	117	177	10	2
97	4	18	93	105	165	10	2
98	26	52	67	31	91	10	2
99	26	35	88	62	122	10	2
100	31	67	64	150	210	10	2
							
