VEHICLE	DRONE						
NUMBER	NUMBER						
9	7						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	17	0	204	5	0.36
2	35	17	11	0	202	5	0.57
3	55	45	19	0	197	5	0.36
4	55	20	21	139	169	5	0.38
5	15	30	32	0	199	5	0.57
6	25	30	15	0	208	5	0.38
7	20	50	22	0	198	5	0.38
8	10	43	37	85	115	5	0.57
9	55	60	38	87	117	5	0.57
10	30	60	12	0	194	5	0.36
11	20	65	29	57	87	5	0.38
12	50	35	33	0	205	5	0.38
13	30	25	16	149	179	5	0.57
14	15	10	40	0	187	5	0.57
15	30	5	15	51	81	5	0.36
16	10	20	29	0	190	5	0.38
17	5	30	28	0	189	5	0.57
18	20	40	37	0	204	5	0.38
19	15	60	16	0	187	5	0.57
20	45	65	39	0	188	5	0.36
21	45	20	35	0	201	5	0.38
22	45	10	13	0	193	5	0.57
23	55	5	35	58	88	5	0.38
24	65	35	39	0	190	5	0.57
25	65	20	32	156	186	5	0.36
26	45	30	20	0	208	5	0.38
27	35	40	38	0	215	5	0.57
28	41	37	29	0	213	5	0.57
29	64	42	33	0	190	5	0.36
30	40	60	28	0	194	5	0.38
31	31	52	28	0	202	5	0.57
32	35	69	38	0	186	5	0.57
33	53	52	36	0	195	5	0.36
34	65	55	39	0	183	5	0.38
35	63	65	20	0	178	5	0.57
36	2	60	22	0	178	5	0.38
37	20	20	26	0	198	5	0.57
38	5	5	27	73	103	5	0.36
39	60	12	34	0	186	5	0.38
40	40	25	38	0	208	5	0.57
41	42	7	20	0	191	5	0.38
42	24	12	40	0	194	5	0.57
43	23	3	26	0	185	5	0.36
44	11	14	22	59	89	5	0.57
45	6	38	22	0	190	5	0.38
46	2	48	19	0	184	5	0.57
47	8	56	28	0	185	5	0.36
48	13	52	12	0	192	5	0.57
49	6	68	13	0	176	5	0.38
50	47	47	39	0	203	5	0.57
51	49	58	10	0	193	10	2
52	27	43	9	0	208	10	2
53	37	31	14	85	115	10	2
54	57	29	18	0	197	10	2
55	63	23	2	126	156	10	2
56	53	12	6	0	190	10	2
57	32	12	7	0	196	10	2
58	36	26	18	180	210	10	2
59	21	24	28	0	202	10	2
60	17	34	3	0	201	10	2
61	12	24	13	0	194	10	2
62	24	58	19	48	78	10	2
63	27	69	10	0	185	10	2
64	15	77	9	0	173	10	2
65	62	77	20	0	170	10	2
66	49	73	25	0	179	10	2
67	67	5	25	73	103	10	2
68	56	39	36	0	198	10	2
69	37	47	6	40	70	10	2
70	37	56	5	0	198	10	2
71	57	68	15	0	180	10	2
72	47	16	25	0	197	10	2
73	44	17	9	0	199	10	2
74	46	13	63	139	169	10	2
75	49	11	96	0	192	10	2
76	49	42	57	63	93	10	2
77	53	43	57	169	199	10	2
78	61	52	65	0	188	10	2
79	57	48	97	82	112	10	2
80	56	37	93	0	198	10	2
81	55	54	65	0	192	10	2
82	15	47	65	0	196	10	2
83	14	37	90	0	198	10	2
84	11	31	55	91	121	10	2
85	16	22	55	0	196	10	2
86	4	18	87	0	184	10	2
87	28	18	88	83	113	10	2
88	26	52	77	0	200	10	2
89	26	35	78	0	211	10	2
90	31	67	75	0	187	10	2
91	15	19	53	0	194	10	2
92	22	22	52	18	48	10	2
93	18	24	95	0	199	10	2
94	26	27	79	0	207	10	2
95	25	24	78	0	205	10	2
96	22	27	100	0	204	10	2
97	25	21	74	0	202	10	2
98	19	21	88	0	198	10	2
99	20	26	82	73	103	10	2
100	18	18	76	165	195	10	2
