VEHICLE	DRONE						
NUMBER	NUMBER						
9	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	240	0	0
1	25	85	15	0	191	5	0.57
2	22	75	25	0	199	5	0.36
3	22	85	22	0	190	5	0.38
4	20	80	14	141	171	5	0.57
5	20	85	19	0	189	5	0.38
6	18	75	29	95	125	5	0.38
7	15	75	15	0	194	5	0.57
8	15	80	21	91	121	5	0.57
9	10	35	19	91	121	5	0.36
10	10	40	38	119	149	5	0.38
11	8	40	14	59	89	5	0.38
12	8	45	33	0	197	5	0.57
13	5	35	21	142	172	5	0.38
14	5	45	12	0	194	5	0.57
15	2	40	17	58	88	5	0.57
16	0	40	38	0	188	5	0.36
17	0	45	21	149	179	5	0.38
18	44	5	13	0	184	5	0.57
19	42	10	39	0	189	5	0.38
20	42	15	15	0	194	5	0.57
21	40	5	26	0	185	5	0.36
22	40	15	39	92	122	5	0.57
23	38	5	18	65	95	5	0.38
24	38	15	38	0	194	5	0.57
25	35	5	17	154	184	5	0.36
26	95	30	11	0	171	5	0.38
27	95	35	38	62	92	5	0.57
28	92	30	38	0	174	5	0.38
29	90	35	22	0	177	5	0.38
30	88	30	21	74	104	5	0.57
31	88	35	38	0	179	5	0.57
32	87	30	27	0	178	5	0.36
33	85	25	17	51	81	5	0.38
34	85	35	33	0	182	5	0.38
35	67	85	13	139	169	5	0.38
36	65	85	31	43	73	5	0.57
37	65	82	19	0	189	5	0.36
38	62	80	25	75	105	5	0.38
39	60	80	25	37	67	5	0.57
40	60	85	21	85	115	5	0.38
41	58	75	24	92	122	5	0.38
42	55	80	35	33	63	5	0.57
43	55	85	39	0	191	5	0.57
44	55	82	24	64	94	5	0.36
45	20	82	14	37	67	5	0.38
46	18	80	33	0	192	5	0.38
47	2	45	29	0	191	5	0.36
48	42	5	29	0	184	5	0.57
49	42	12	33	104	134	5	0.38
50	72	35	31	0	194	5	0.57
51	55	20	19	0	196	10	2
52	25	30	3	0	205	10	2
53	20	50	5	91	121	10	2
54	55	60	16	0	211	10	2
55	30	60	16	140	170	10	2
56	50	35	19	130	160	10	2
57	30	25	23	0	203	10	2
58	15	10	20	152	182	10	2
59	10	20	19	0	187	10	2
60	15	60	17	0	203	10	2
61	45	65	9	0	214	10	2
62	65	35	3	52	82	10	2
63	65	20	6	0	190	10	2
64	45	30	17	53	83	10	2
65	35	40	16	11	41	10	2
66	41	37	16	133	163	10	2
67	64	42	9	70	100	10	2
68	40	60	21	144	174	10	2
69	31	52	27	41	71	10	2
70	35	69	23	180	210	10	2
71	65	55	14	0	204	10	2
72	63	65	8	0	202	10	2
73	2	60	5	0	190	10	2
74	20	20	98	141	171	10	2
75	5	5	66	0	172	10	2
76	60	12	84	75	105	10	2
77	23	3	99	150	180	10	2
78	8	56	82	90	120	10	2
79	6	68	63	89	119	10	2
80	47	47	92	192	222	10	2
81	49	58	78	0	217	10	2
82	27	43	98	0	215	10	2
83	37	31	84	0	210	10	2
84	57	29	89	96	126	10	2
85	63	23	74	0	194	10	2
86	21	24	63	0	197	10	2
87	12	24	82	90	120	10	2
88	24	58	95	67	97	10	2
89	67	5	77	0	177	10	2
90	37	47	99	0	225	10	2
91	49	42	81	0	217	10	2
92	53	43	70	14	44	10	2
93	61	52	59	178	208	10	2
94	57	48	100	0	212	10	2
95	56	37	97	0	209	10	2
96	55	54	81	0	214	10	2
97	4	18	94	0	181	10	2
98	26	52	62	0	215	10	2
99	26	35	100	77	107	10	2
100	31	67	85	180	210	10	2
							
