VEHICLE	DRONE						
NUMBER	NUMBER						
7	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	18	0	204	5	0.36
2	35	17	31	0	202	5	0.38
3	55	45	14	0	197	5	0.57
4	55	20	32	149	159	5	0.36
5	15	30	39	0	199	5	0.38
6	25	30	12	99	109	5	0.57
7	20	50	18	0	198	5	0.38
8	10	43	27	95	105	5	0.57
9	55	60	24	97	107	5	0.38
10	30	60	31	124	134	5	0.57
11	20	65	33	67	77	5	0.57
12	50	35	31	0	205	5	0.36
13	30	25	12	159	169	5	0.38
14	15	10	36	0	187	5	0.57
15	30	5	33	61	71	5	0.38
16	10	20	30	0	190	5	0.57
17	5	30	14	157	167	5	0.36
18	20	40	16	0	204	5	0.57
19	15	60	28	0	187	5	0.36
20	45	65	37	0	188	5	0.57
21	45	20	28	0	201	5	0.38
22	45	10	13	97	107	5	0.57
23	55	5	34	68	78	5	0.38
24	65	35	39	0	190	5	0.57
25	65	20	14	172	182	5	0.36
26	45	30	10	0	208	5	0.38
27	35	40	26	37	47	5	0.57
28	41	37	25	0	213	5	0.57
29	64	42	15	0	190	5	0.36
30	40	60	17	71	81	5	0.38
31	31	52	33	0	202	5	0.57
32	35	69	28	0	186	5	0.38
33	53	52	27	37	47	5	0.57
34	65	55	26	0	183	5	0.36
35	63	65	21	143	153	5	0.38
36	2	60	16	41	51	5	0.57
37	20	20	36	0	198	5	0.57
38	5	5	20	83	93	5	0.36
39	60	12	14	44	54	5	0.38
40	40	25	21	85	95	5	0.57
41	42	7	23	97	107	5	0.38
42	24	12	39	31	41	5	0.57
43	23	3	17	0	185	5	0.36
44	11	14	39	69	79	5	0.57
45	6	38	39	32	42	5	0.38
46	2	48	27	0	184	5	0.57
47	8	56	38	0	185	5	0.36
48	13	52	12	0	192	5	0.57
49	6	68	39	108	118	5	0.38
50	47	47	23	0	203	5	0.57
51	49	58	10	0	193	10	2
52	27	43	9	0	208	10	2
53	37	31	14	95	105	10	2
54	57	29	18	0	197	10	2
55	63	23	2	136	146	10	2
56	53	12	6	130	140	10	2
57	32	12	7	0	196	10	2
58	36	26	18	200	210	10	2
59	21	24	28	0	202	10	2
60	17	34	3	0	201	10	2
61	12	24	13	0	194	10	2
62	24	58	19	58	68	10	2
63	27	69	10	0	185	10	2
64	15	77	9	73	83	10	2
65	62	77	20	51	61	10	2
66	49	73	25	127	137	10	2
67	67	5	25	83	93	10	2
68	56	39	36	142	152	10	2
69	37	47	6	50	60	10	2
70	37	56	5	182	192	10	2
71	57	68	15	0	180	10	2
72	47	16	25	0	197	10	2
73	44	17	9	0	199	10	2
74	46	13	84	149	159	10	2
75	49	11	57	0	192	10	2
76	49	42	63	73	83	10	2
77	53	43	56	179	189	10	2
78	61	52	99	96	106	10	2
79	57	48	68	92	102	10	2
80	56	37	79	182	192	10	2
81	55	54	55	0	192	10	2
82	15	47	91	0	196	10	2
83	14	37	61	0	198	10	2
84	11	31	84	101	111	10	2
85	16	22	100	0	196	10	2
86	4	18	88	0	184	10	2
87	28	18	76	93	103	10	2
88	26	52	67	74	84	10	2
89	26	35	91	0	211	10	2
90	31	67	55	0	187	10	2
91	15	19	89	0	194	10	2
92	22	22	63	18	28	10	2
93	18	24	70	188	198	10	2
94	26	27	66	0	207	10	2
95	25	24	91	0	205	10	2
96	22	27	68	0	204	10	2
97	25	21	75	0	202	10	2
98	19	21	80	0	198	10	2
99	20	26	77	83	93	10	2
100	18	18	68	185	195	10	2
