VEHICLE	DRONE						
NUMBER	NUMBER						
8	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	1000	0	0
1	41	49	37	707	848	5	0.57
2	35	17	31	143	282	5	0.36
3	55	45	16	527	584	5	0.38
4	55	20	36	678	801	5	0.57
5	15	30	31	34	209	5	0.38
6	25	30	24	415	514	5	0.38
7	20	50	38	331	410	5	0.57
8	10	43	26	404	481	5	0.57
9	55	60	39	400	497	5	0.36
10	30	60	21	577	632	5	0.38
11	20	65	22	206	325	5	0.38
12	50	35	37	228	345	5	0.57
13	30	25	28	690	827	5	0.38
14	15	10	26	32	243	5	0.57
15	30	5	13	175	300	5	0.57
16	10	20	21	272	373	5	0.36
17	5	30	14	733	870	5	0.38
18	20	40	40	377	434	5	0.57
19	15	60	40	269	378	5	0.38
20	45	65	16	581	666	5	0.57
21	45	20	19	214	331	5	0.36
22	45	10	34	409	494	5	0.57
23	55	5	13	206	325	5	0.38
24	65	35	11	704	847	5	0.57
25	65	20	33	817	956	5	0.36
26	45	30	24	588	667	5	0.38
27	35	40	31	104	255	5	0.57
28	41	37	11	114	255	5	0.38
29	64	42	29	190	313	5	0.38
30	40	60	39	259	354	5	0.57
31	31	52	19	152	275	5	0.57
32	35	69	10	660	777	5	0.36
33	53	52	36	45	200	5	0.38
34	65	55	18	529	614	5	0.38
35	63	65	37	686	813	5	0.38
36	2	60	33	41	208	5	0.57
37	20	20	20	606	693	5	0.36
38	5	5	17	302	405	5	0.38
39	60	12	36	33	224	5	0.57
40	40	25	32	360	437	5	0.38
41	42	7	24	396	511	5	0.38
42	24	12	27	25	172	5	0.57
43	23	3	31	620	705	5	0.57
44	11	14	20	233	340	5	0.36
45	6	38	20	29	189	5	0.38
46	2	48	23	515	628	5	0.38
47	8	56	13	85	250	5	0.36
48	13	52	34	773	906	5	0.57
49	6	68	11	501	540	5	0.38
50	47	47	24	547	642	5	0.57
51	49	58	10	348	453	10	2
52	27	43	9	174	299	10	2
53	37	31	14	414	489	10	2
54	57	29	18	641	734	10	2
55	63	23	2	620	739	10	2
56	53	12	6	585	692	10	2
57	32	12	7	421	530	10	2
58	36	26	18	849	980	10	2
59	21	24	28	17	229	10	2
60	17	34	3	721	862	10	2
61	12	24	13	290	377	10	2
62	24	58	19	163	302	10	2
63	27	69	10	34	191	10	2
64	15	77	9	214	333	10	2
65	62	77	20	49	188	10	2
66	49	73	25	592	693	10	2
67	67	5	25	294	401	10	2
68	56	39	36	637	752	10	2
69	37	47	6	162	293	10	2
70	37	56	5	788	968	10	2
71	57	68	15	268	367	10	2
72	47	16	25	31	208	10	2
73	44	17	9	308	399	10	2
74	46	13	58	681	802	10	2
75	49	11	55	236	345	10	2
76	49	42	76	290	373	10	2
77	53	43	79	817	952	10	2
78	61	52	53	384	499	10	2
79	57	48	70	388	465	10	2
80	56	37	69	839	968	10	2
81	55	54	87	411	456	10	2
82	15	47	56	162	289	10	2
83	14	37	73	96	249	10	2
84	11	31	50	436	511	10	2
85	16	22	75	376	461	10	2
86	4	18	72	388	465	10	2
87	28	18	57	420	447	10	2
88	26	52	64	279	388	10	2
89	26	35	63	755	920	10	2
90	31	67	70	392	487	10	2
91	15	19	68	739	866	10	2
92	22	22	60	18	181	10	2
93	18	24	88	811	969	10	2
94	26	27	92	436	503	10	2
95	25	24	60	92	231	10	2
96	22	27	51	607	690	10	2
97	25	21	77	612	673	10	2
98	19	21	89	183	306	10	2
99	20	26	53	333	432	10	2
100	18	18	99	798	965	10	2
							
