VEHICLE	DRONE						
NUMBER	NUMBER						
10	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	36	0	204	5	0.38
2	35	17	11	0	202	5	0.57
3	55	45	33	0	197	5	0.36
4	55	20	22	149	159	5	0.38
5	15	30	30	0	199	5	0.57
6	25	30	13	0	208	5	0.57
7	20	50	10	0	198	5	0.38
8	10	43	30	95	105	5	0.57
9	55	60	15	97	107	5	0.57
10	30	60	19	0	194	5	0.36
11	20	65	24	67	77	5	0.38
12	50	35	11	0	205	5	0.57
13	30	25	16	159	169	5	0.38
14	15	10	25	0	187	5	0.57
15	30	5	19	61	71	5	0.36
16	10	20	16	0	190	5	0.57
17	5	30	14	0	189	5	0.36
18	20	40	11	0	204	5	0.38
19	15	60	21	0	187	5	0.57
20	45	65	39	0	188	5	0.57
21	45	20	36	0	201	5	0.38
22	45	10	36	0	193	5	0.57
23	55	5	22	68	78	5	0.38
24	65	35	39	0	190	5	0.57
25	65	20	11	172	182	5	0.36
26	45	30	35	0	208	5	0.38
27	35	40	39	0	215	5	0.57
28	41	37	17	0	213	5	0.57
29	64	42	25	0	190	5	0.36
30	40	60	38	0	194	5	0.38
31	31	52	16	0	202	5	0.57
32	35	69	24	0	186	5	0.38
33	53	52	15	0	195	5	0.57
34	65	55	35	0	183	5	0.36
35	63	65	17	0	178	5	0.38
36	2	60	17	0	178	5	0.57
37	20	20	23	0	198	5	0.57
38	5	5	36	83	93	5	0.36
39	60	12	19	0	186	5	0.38
40	40	25	27	0	208	5	0.57
41	42	7	31	0	191	5	0.38
42	24	12	22	0	194	5	0.57
43	23	3	22	0	185	5	0.36
44	11	14	18	69	79	5	0.57
45	6	38	24	0	190	5	0.38
46	2	48	38	0	184	5	0.57
47	8	56	13	0	185	5	0.36
48	13	52	18	0	192	5	0.57
49	6	68	29	0	176	5	0.38
50	47	47	16	0	203	5	0.57
51	49	58	10	0	193	10	2
52	27	43	9	0	208	10	2
53	37	31	14	95	105	10	2
54	57	29	18	0	197	10	2
55	63	23	2	136	146	10	2
56	53	12	6	0	190	10	2
57	32	12	7	0	196	10	2
58	36	26	18	200	210	10	2
59	21	24	28	0	202	10	2
60	17	34	3	0	201	10	2
61	12	24	13	0	194	10	2
62	24	58	19	58	68	10	2
63	27	69	10	0	185	10	2
64	15	77	9	0	173	10	2
65	62	77	20	0	170	10	2
66	49	73	25	0	179	10	2
67	67	5	25	83	93	10	2
68	56	39	36	0	198	10	2
69	37	47	6	50	60	10	2
70	37	56	5	0	198	10	2
71	57	68	15	0	180	10	2
72	47	16	25	0	197	10	2
73	44	17	9	0	199	10	2
74	46	13	52	149	159	10	2
75	49	11	61	0	192	10	2
76	49	42	66	73	83	10	2
77	53	43	74	179	189	10	2
78	61	52	100	0	188	10	2
79	57	48	87	92	102	10	2
80	56	37	86	0	198	10	2
81	55	54	51	0	192	10	2
82	15	47	51	0	196	10	2
83	14	37	96	0	198	10	2
84	11	31	79	101	111	10	2
85	16	22	69	0	196	10	2
86	4	18	83	0	184	10	2
87	28	18	92	93	103	10	2
88	26	52	62	0	200	10	2
89	26	35	68	0	211	10	2
90	31	67	74	0	187	10	2
91	15	19	91	0	194	10	2
92	22	22	59	18	28	10	2
93	18	24	96	0	199	10	2
94	26	27	89	0	207	10	2
95	25	24	75	0	205	10	2
96	22	27	52	0	204	10	2
97	25	21	67	0	202	10	2
98	19	21	100	0	198	10	2
99	20	26	83	83	93	10	2
100	18	18	93	185	195	10	2
							
