VEHICLE	DRONE						
NUMBER	NUMBER						
11	6						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	960	0	0
1	25	85	13	0	911	5	0.36
2	22	75	36	0	919	5	0.38
3	22	85	17	0	910	5	0.57
4	20	80	14	644	764	5	0.36
5	20	85	14	0	909	5	0.38
6	18	75	16	388	508	5	0.57
7	15	75	28	0	914	5	0.38
8	15	80	35	367	487	5	0.57
9	10	35	29	371	491	5	0.38
10	10	40	38	519	639	5	0.57
11	8	40	21	195	315	5	0.57
12	8	45	39	0	917	5	0.36
13	5	35	32	653	773	5	0.38
14	5	45	21	0	914	5	0.57
15	2	40	24	174	294	5	0.38
16	0	40	14	0	908	5	0.57
17	0	45	32	703	823	5	0.36
18	44	5	17	0	904	5	0.57
19	42	10	28	0	909	5	0.36
20	42	15	18	0	914	5	0.57
21	40	5	14	0	905	5	0.38
22	40	15	16	375	495	5	0.57
23	38	5	19	201	321	5	0.38
24	38	15	28	0	914	5	0.57
25	35	5	23	784	904	5	0.36
26	95	30	33	0	891	5	0.38
27	95	35	15	146	266	5	0.57
28	92	30	36	0	894	5	0.57
29	90	35	26	0	897	5	0.36
30	88	30	24	246	366	5	0.38
31	88	35	38	0	899	5	0.57
32	87	30	39	0	898	5	0.38
33	85	25	39	80	200	5	0.57
34	85	35	27	0	902	5	0.36
35	67	85	21	657	777	5	0.38
36	65	85	36	43	163	5	0.57
37	65	82	27	0	909	5	0.57
38	62	80	29	278	398	5	0.36
39	60	80	26	64	184	5	0.38
40	60	85	12	329	449	5	0.57
41	58	75	35	376	496	5	0.38
42	55	80	19	33	153	5	0.57
43	55	85	14	0	911	5	0.36
44	55	82	12	217	337	5	0.57
45	20	82	15	37	157	5	0.38
46	18	80	32	0	912	5	0.57
47	2	45	39	0	911	5	0.36
48	42	5	15	0	904	5	0.57
49	42	12	20	440	560	5	0.38
50	72	35	35	0	914	5	0.57
51	55	20	19	0	916	10	2
52	25	30	3	0	925	10	2
53	20	50	5	375	495	10	2
54	55	60	16	0	931	10	2
55	30	60	16	599	719	10	2
56	50	35	19	557	677	10	2
57	30	25	23	0	923	10	2
58	15	10	20	782	902	10	2
59	10	20	19	0	907	10	2
60	15	60	17	0	923	10	2
61	45	65	9	0	934	10	2
62	65	35	3	167	287	10	2
63	65	20	6	0	910	10	2
64	45	30	17	191	311	10	2
65	35	40	16	11	131	10	2
66	41	37	16	566	686	10	2
67	64	42	9	268	388	10	2
68	40	60	21	612	732	10	2
69	31	52	27	157	277	10	2
70	35	69	23	810	930	10	2
71	65	55	14	0	924	10	2
72	63	65	8	0	922	10	2
73	2	60	5	0	910	10	2
74	20	20	57	645	765	10	2
75	5	5	85	0	892	10	2
76	60	12	58	268	388	10	2
77	23	3	91	764	884	10	2
78	8	56	94	365	485	10	2
79	6	68	92	352	472	10	2
80	47	47	97	822	942	10	2
81	49	58	91	0	937	10	2
82	27	43	62	0	935	10	2
83	37	31	83	0	930	10	2
84	57	29	86	395	515	10	2
85	63	23	86	0	914	10	2
86	21	24	65	0	917	10	2
87	12	24	98	359	479	10	2
88	24	58	80	260	380	10	2
89	67	5	94	0	897	10	2
90	37	47	85	0	945	10	2
91	49	42	78	0	937	10	2
92	53	43	74	14	134	10	2
93	61	52	92	808	928	10	2
94	57	48	61	0	932	10	2
95	56	37	82	0	929	10	2
96	55	54	95	0	934	10	2
97	4	18	77	0	901	10	2
98	26	52	56	0	935	10	2
99	26	35	76	308	428	10	2
100	31	67	83	810	930	10	2
