VEHICLE	DRONE						
NUMBER	NUMBER						
12	7						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	3390	0	0
1	52	75	16	302	479	45	0.36
2	45	70	28	157	428	45	0.38
3	62	69	30	1138	1355	45	0.57
4	60	66	27	1247	1434	45	0.36
5	42	65	39	15	208	45	0.38
6	16	42	22	209	944	45	0.57
7	58	70	14	1059	1246	45	0.38
8	34	60	34	2035	3288	45	0.57
9	28	70	31	2090	3271	45	0.38
10	35	66	18	2311	3283	45	0.57
11	35	69	33	2428	3127	45	0.57
12	25	85	12	1772	2625	45	0.36
13	22	75	13	2135	2834	45	0.38
14	22	85	17	1586	2625	45	0.57
15	20	80	23	1858	2733	45	0.38
16	20	85	37	1512	2515	45	0.57
17	18	75	24	1895	2886	45	0.36
18	15	75	23	1299	2344	45	0.57
19	15	80	29	1461	2372	45	0.36
20	30	50	30	10	963	45	0.57
21	30	56	36	2062	3288	45	0.38
22	28	52	19	12	752	45	0.57
23	14	66	24	1316	2129	45	0.38
24	25	50	33	15	532	45	0.57
25	22	66	25	2177	2990	45	0.36
26	8	62	39	1036	2213	45	0.38
27	23	52	11	17	602	45	0.57
28	4	55	19	1010	2043	45	0.57
29	20	50	16	20	948	45	0.36
30	20	55	35	63	702	45	0.38
31	10	35	12	309	1412	45	0.57
32	10	40	12	336	1009	45	0.38
33	8	40	27	234	1295	45	0.57
34	8	45	30	954	1897	45	0.36
35	5	35	18	377	1534	45	0.38
36	5	45	34	819	1846	45	0.57
37	2	40	34	494	1607	45	0.57
38	0	40	19	637	1648	45	0.36
39	0	45	21	834	1641	45	0.38
40	36	18	10	1468	2329	45	0.57
41	35	32	13	2480	3195	45	0.38
42	33	32	18	2421	3070	45	0.57
43	33	35	18	2368	2937	45	0.36
44	32	20	10	1621	2364	45	0.57
45	30	30	14	1805	2564	45	0.38
46	34	25	26	1782	2395	45	0.57
47	30	35	21	2242	2877	45	0.36
48	36	40	31	2605	3266	45	0.57
49	48	20	30	812	1281	45	0.38
50	26	32	34	1842	2901	45	0.57
51	25	30	10	1883	2676	90	2
52	25	35	10	2070	2859	90	2
53	44	5	20	1078	1593	90	2
54	42	10	40	998	1481	90	2
55	42	15	10	897	1392	90	2
56	40	5	30	1083	1776	90	2
57	38	15	40	1426	2183	90	2
58	38	5	30	1133	1910	90	2
59	38	10	10	1392	2027	90	2
60	35	5	20	1180	2049	90	2
61	50	30	10	223	738	90	2
62	50	35	20	18	474	90	2
63	50	40	50	14	360	90	2
64	48	30	10	246	899	90	2
65	44	25	10	704	1197	90	2
66	47	35	10	393	942	90	2
67	47	40	10	12	424	90	2
68	42	30	10	641	1070	90	2
69	45	35	10	534	985	90	2
70	95	30	30	2119	2682	90	2
71	95	35	20	2192	2419	90	2
72	53	30	10	131	644	90	2
73	92	30	10	2169	2818	90	2
74	53	35	77	87	498	90	2
75	45	65	84	49	346	90	2
76	90	35	76	2106	2315	90	2
77	72	45	60	2701	3258	90	2
78	78	40	67	2599	3164	90	2
79	87	30	99	2505	2870	90	2
80	85	25	66	2369	2816	90	2
81	85	35	65	2563	3002	90	2
82	75	55	62	1894	2115	90	2
83	72	55	86	1751	2072	90	2
84	70	58	98	1617	1824	90	2
85	86	46	50	1969	2248	90	2
86	66	55	77	1710	1921	90	2
87	64	46	84	2976	3275	90	2
88	65	60	50	1482	1769	90	2
89	56	64	63	1275	1594	90	2
90	60	55	94	2789	3279	90	2
91	60	60	67	1440	1621	90	2
92	67	85	62	646	901	90	2
93	42	58	58	8	258	90	2
94	65	82	67	708	1027	90	2
95	62	80	58	852	1069	90	2
96	62	40	90	2713	3275	90	2
97	60	85	62	537	816	90	2
98	58	75	82	948	1167	90	2
99	55	80	99	379	594	90	2
100	55	85	59	477	686	90	2
