VEHICLE	DRONE						
NUMBER	NUMBER						
8	6						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	15	130	201	5	0.57
2	35	17	39	20	89	5	0.36
3	55	45	25	106	135	5	0.38
4	55	20	24	71	195	5	0.57
5	15	30	14	20	107	5	0.38
6	25	30	14	54	153	5	0.38
7	20	50	29	66	105	5	0.57
8	10	43	36	61	138	5	0.57
9	55	60	38	53	150	5	0.36
10	30	60	21	101	156	5	0.38
11	20	65	14	33	152	5	0.38
12	50	35	29	38	97	5	0.57
13	30	25	33	70	208	5	0.38
14	15	10	19	32	137	5	0.57
15	30	5	11	30	154	5	0.57
16	10	20	37	54	105	5	0.36
17	5	30	22	51	189	5	0.38
18	20	40	27	77	106	5	0.57
19	15	60	29	53	108	5	0.38
20	45	65	21	109	152	5	0.57
21	45	20	21	37	96	5	0.36
22	45	10	32	59	144	5	0.57
23	55	5	39	36	155	5	0.38
24	65	35	21	118	190	5	0.57
25	65	20	22	47	186	5	0.36
26	45	30	26	117	156	5	0.38
27	35	40	29	5	156	5	0.57
28	41	37	30	8	79	5	0.38
29	64	42	37	37	98	5	0.38
30	40	60	12	28	123	5	0.57
31	31	52	24	24	85	5	0.57
32	35	69	10	116	175	5	0.36
33	53	52	29	24	179	5	0.38
34	65	55	11	100	143	5	0.38
35	63	65	15	50	178	5	0.38
36	2	60	30	41	178	5	0.57
37	20	20	14	117	160	5	0.36
38	5	5	38	42	145	5	0.38
39	60	12	13	33	186	5	0.57
40	40	25	21	51	128	5	0.38
41	42	7	32	44	159	5	0.38
42	24	12	32	25	172	5	0.57
43	23	3	37	115	158	5	0.57
44	11	14	13	31	138	5	0.36
45	6	38	23	29	189	5	0.38
46	2	48	27	93	150	5	0.38
47	8	56	33	34	116	5	0.36
48	13	52	28	125	192	5	0.57
49	6	68	11	93	132	5	0.38
50	47	47	14	105	152	5	0.57
51	49	58	10	66	119	10	2
52	27	43	9	25	88	10	2
53	37	31	14	62	137	10	2
54	57	29	18	121	168	10	2
55	63	23	2	70	189	10	2
56	53	12	6	81	188	10	2
57	32	12	7	78	133	10	2
58	36	26	18	79	210	10	2
59	21	24	28	17	123	10	2
60	17	34	3	130	201	10	2
61	12	24	13	59	102	10	2
62	24	58	19	25	164	10	2
63	27	69	10	34	112	10	2
64	15	77	9	46	165	10	2
65	62	77	20	49	170	10	2
66	49	73	25	77	179	10	2
67	67	5	25	43	150	10	2
68	56	39	36	82	198	10	2
69	37	47	6	12	142	10	2
70	37	56	5	21	198	10	2
71	57	68	15	57	106	10	2
72	47	16	25	22	110	10	2
73	44	17	9	60	105	10	2
74	46	13	92	73	195	10	2
75	49	11	90	46	101	10	2
76	49	42	96	36	119	10	2
77	53	43	90	65	200	10	2
78	61	52	85	43	158	10	2
79	57	48	80	58	135	10	2
80	56	37	81	69	198	10	2
81	55	54	81	87	110	10	2
82	15	47	84	28	91	10	2
83	14	37	51	21	97	10	2
84	11	31	54	68	143	10	2
85	16	22	93	74	117	10	2
86	4	18	55	79	118	10	2
87	28	18	51	84	111	10	2
88	26	52	60	24	133	10	2
89	26	35	65	128	211	10	2
90	31	67	62	76	123	10	2
91	15	19	82	130	194	10	2
92	22	22	96	18	181	10	2
93	18	24	76	41	199	10	2
94	26	27	69	88	121	10	2
95	25	24	75	14	83	10	2
96	22	27	96	119	160	10	2
97	25	21	97	122	153	10	2
98	19	21	66	32	93	10	2
99	20	26	80	38	137	10	2
100	18	18	51	28	195	10	2
							
