VEHICLE	DRONE						
NUMBER	NUMBER						
10	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	21	0	204	5	0.57
2	35	17	23	0	202	5	0.36
3	55	45	20	0	197	5	0.38
4	55	20	32	139	169	5	0.57
5	15	30	27	0	199	5	0.38
6	25	30	30	89	119	5	0.38
7	20	50	15	0	198	5	0.57
8	10	43	25	85	115	5	0.57
9	55	60	18	87	117	5	0.36
10	30	60	24	114	144	5	0.38
11	20	65	20	57	87	5	0.38
12	50	35	30	0	205	5	0.57
13	30	25	26	149	179	5	0.38
14	15	10	30	32	62	5	0.57
15	30	5	30	51	81	5	0.57
16	10	20	22	65	95	5	0.36
17	5	30	25	147	177	5	0.38
18	20	40	34	77	107	5	0.57
19	15	60	32	66	96	5	0.38
20	45	65	38	116	146	5	0.57
21	45	20	17	0	201	5	0.36
22	45	10	14	87	117	5	0.57
23	55	5	33	58	88	5	0.38
24	65	35	17	143	173	5	0.57
25	65	20	38	156	186	5	0.36
26	45	30	32	0	208	5	0.38
27	35	40	29	27	57	5	0.57
28	41	37	34	29	59	5	0.38
29	64	42	10	53	83	5	0.38
30	40	60	39	61	91	5	0.57
31	31	52	38	0	202	5	0.57
32	35	69	35	131	161	5	0.36
33	53	52	18	27	57	5	0.38
34	65	55	23	0	183	5	0.38
35	63	65	14	133	163	5	0.38
36	2	60	35	41	71	5	0.57
37	20	20	27	0	198	5	0.36
38	5	5	33	73	103	5	0.38
39	60	12	32	34	64	5	0.57
40	40	25	38	75	105	5	0.38
41	42	7	40	87	117	5	0.38
42	24	12	13	25	55	5	0.57
43	23	3	29	122	152	5	0.57
44	11	14	13	59	89	5	0.36
45	6	38	28	29	59	5	0.38
46	2	48	40	107	137	5	0.38
47	8	56	35	41	71	5	0.36
48	13	52	25	0	192	5	0.57
49	6	68	37	98	128	5	0.38
50	47	47	23	0	203	5	0.57
51	49	58	10	78	108	10	2
52	27	43	9	0	208	10	2
53	37	31	14	85	115	10	2
54	57	29	18	130	160	10	2
55	63	23	2	126	156	10	2
56	53	12	6	120	150	10	2
57	32	12	7	91	121	10	2
58	36	26	18	180	210	10	2
59	21	24	28	0	202	10	2
60	17	34	3	152	182	10	2
61	12	24	13	66	96	10	2
62	24	58	19	48	78	10	2
63	27	69	10	34	64	10	2
64	15	77	9	63	93	10	2
65	62	77	20	49	79	10	2
66	49	73	25	117	147	10	2
67	67	5	25	73	103	10	2
68	56	39	36	132	162	10	2
69	37	47	6	40	70	10	2
70	37	56	5	168	198	10	2
71	57	68	15	67	97	10	2
72	47	16	25	0	197	10	2
73	44	17	9	68	98	10	2
74	46	13	51	139	169	10	2
75	49	11	70	0	192	10	2
76	49	42	74	63	93	10	2
77	53	43	95	169	199	10	2
78	61	52	71	86	116	10	2
79	57	48	79	82	112	10	2
80	56	37	72	168	198	10	2
81	55	54	76	84	114	10	2
82	15	47	55	0	196	10	2
83	14	37	69	0	198	10	2
84	11	31	93	91	121	10	2
85	16	22	89	0	196	10	2
86	4	18	67	84	114	10	2
87	28	18	54	83	113	10	2
88	26	52	94	64	94	10	2
89	26	35	55	166	196	10	2
90	31	67	59	85	115	10	2
91	15	19	61	0	194	10	2
92	22	22	97	18	48	10	2
93	18	24	60	169	199	10	2
94	26	27	74	0	207	10	2
95	25	24	69	0	205	10	2
96	22	27	55	0	204	10	2
97	25	21	54	123	153	10	2
98	19	21	54	0	198	10	2
99	20	26	51	73	103	10	2
100	18	18	88	165	195	10	2
