VEHICLE	DRONE						
NUMBER	NUMBER						
12	5						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	240	0	0
1	25	85	21	71	191	5	0.57
2	22	75	14	30	150	5	0.36
3	22	85	36	64	184	5	0.38
4	20	80	33	151	161	5	0.57
5	20	85	17	40	160	5	0.38
6	18	75	15	96	123	5	0.38
7	15	75	21	35	155	5	0.57
8	15	80	31	101	111	5	0.57
9	10	35	10	101	111	5	0.36
10	10	40	22	123	144	5	0.38
11	8	40	39	69	79	5	0.38
12	8	45	12	32	152	5	0.57
13	5	35	31	152	162	5	0.38
14	5	45	14	35	117	5	0.57
15	2	40	24	68	78	5	0.57
16	0	40	11	59	114	5	0.36
17	0	45	40	147	180	5	0.38
18	44	5	20	79	124	5	0.57
19	42	10	38	58	115	5	0.38
20	42	15	27	111	162	5	0.57
21	40	5	20	45	165	5	0.36
22	40	15	31	94	119	5	0.57
23	38	5	36	75	85	5	0.38
24	38	15	38	128	194	5	0.57
25	35	5	22	171	181	5	0.36
26	95	30	28	58	171	5	0.38
27	95	35	36	60	93	5	0.57
28	92	30	14	55	120	5	0.38
29	90	35	39	52	112	5	0.38
30	88	30	28	75	102	5	0.57
31	88	35	13	50	170	5	0.57
32	87	30	34	116	175	5	0.36
33	85	25	30	51	85	5	0.38
34	85	35	10	62	182	5	0.38
35	67	85	11	138	169	5	0.38
36	65	85	25	43	78	5	0.57
37	65	82	39	69	189	5	0.36
38	62	80	32	85	95	5	0.38
39	60	80	39	36	74	5	0.57
40	60	85	39	87	112	5	0.38
41	58	75	34	92	121	5	0.38
42	55	80	10	33	66	5	0.57
43	55	85	32	117	168	5	0.57
44	55	82	30	74	84	5	0.36
45	20	82	26	37	72	5	0.38
46	18	80	10	98	157	5	0.38
47	2	45	23	38	109	5	0.36
48	42	5	36	64	184	5	0.57
49	42	12	21	109	128	5	0.38
50	72	35	25	71	191	5	0.57
51	55	20	19	69	126	10	2
52	25	30	3	25	145	10	2
53	20	50	5	101	111	10	2
54	55	60	16	127	180	10	2
55	30	60	16	150	160	10	2
56	50	35	19	130	159	10	2
57	30	25	23	82	139	10	2
58	15	10	20	172	182	10	2
59	10	20	19	42	162	10	2
60	15	60	17	137	202	10	2
61	45	65	9	55	106	10	2
62	65	35	3	62	72	10	2
63	65	20	6	39	108	10	2
64	45	30	17	53	82	10	2
65	35	40	16	11	43	10	2
66	41	37	16	134	161	10	2
67	64	42	9	80	90	10	2
68	40	60	21	144	173	10	2
69	31	52	27	51	61	10	2
70	35	69	23	172	210	10	2
71	65	55	14	52	107	10	2
72	63	65	8	27	147	10	2
73	2	60	5	65	118	10	2
74	20	20	97	151	161	10	2
75	5	5	62	57	172	10	2
76	60	12	67	85	95	10	2
77	23	3	64	163	173	10	2
78	8	56	75	90	119	10	2
79	6	68	54	99	109	10	2
80	47	47	55	190	222	10	2
81	49	58	74	80	121	10	2
82	27	43	73	14	134	10	2
83	37	31	82	19	139	10	2
84	57	29	84	106	116	10	2
85	63	23	51	42	162	10	2
86	21	24	61	77	126	10	2
87	12	24	79	100	110	10	2
88	24	58	86	67	96	10	2
89	67	5	93	105	177	10	2
90	37	47	70	74	127	10	2
91	49	42	50	97	217	10	2
92	53	43	71	15	25	10	2
93	61	52	69	173	208	10	2
94	57	48	89	50	170	10	2
95	56	37	91	20	140	10	2
96	55	54	95	87	207	10	2
97	4	18	57	112	157	10	2
98	26	52	91	14	134	10	2
99	26	35	97	87	97	10	2
100	31	67	56	200	210	10	2
							
