VEHICLE	DRONE						
NUMBER	NUMBER						
9	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	35	35	0	0	230	0	0
1	41	49	11	151	181	5	0.57
2	35	17	40	40	70	5	0.36
3	55	45	16	106	136	5	0.38
4	55	20	19	139	169	5	0.57
5	15	30	11	24	54	5	0.38
6	25	30	31	89	119	5	0.38
7	20	50	28	71	101	5	0.57
8	10	43	25	85	115	5	0.57
9	55	60	10	87	117	5	0.36
10	30	60	11	114	144	5	0.38
11	20	65	27	57	87	5	0.38
12	50	35	35	53	83	5	0.57
13	30	25	26	149	179	5	0.38
14	15	10	30	32	62	5	0.57
15	30	5	16	51	81	5	0.57
16	10	20	25	65	95	5	0.36
17	5	30	24	147	177	5	0.38
18	20	40	23	77	107	5	0.57
19	15	60	13	66	96	5	0.38
20	45	65	28	116	146	5	0.57
21	45	20	19	52	82	5	0.36
22	45	10	12	87	117	5	0.57
23	55	5	29	58	88	5	0.38
24	65	35	34	143	173	5	0.57
25	65	20	29	156	186	5	0.36
26	45	30	12	122	152	5	0.38
27	35	40	31	27	57	5	0.57
28	41	37	24	29	59	5	0.38
29	64	42	18	53	83	5	0.38
30	40	60	33	61	91	5	0.57
31	31	52	17	40	70	5	0.57
32	35	69	14	131	161	5	0.36
33	53	52	31	27	57	5	0.38
34	65	55	21	107	137	5	0.38
35	63	65	37	133	163	5	0.38
36	2	60	31	41	71	5	0.57
37	20	20	38	124	154	5	0.36
38	5	5	35	73	103	5	0.38
39	60	12	22	34	64	5	0.57
40	40	25	21	75	105	5	0.38
41	42	7	38	87	117	5	0.38
42	24	12	19	25	55	5	0.57
43	23	3	35	122	152	5	0.57
44	11	14	36	59	89	5	0.36
45	6	38	12	29	59	5	0.38
46	2	48	31	107	137	5	0.38
47	8	56	25	41	71	5	0.36
48	13	52	23	155	185	5	0.57
49	6	68	28	98	128	5	0.38
50	47	47	34	114	144	5	0.57
51	49	58	10	78	108	10	2
52	27	43	9	42	72	10	2
53	37	31	14	85	115	10	2
54	57	29	18	130	160	10	2
55	63	23	2	126	156	10	2
56	53	12	6	120	150	10	2
57	32	12	7	91	121	10	2
58	36	26	18	180	210	10	2
59	21	24	28	17	47	10	2
60	17	34	3	152	182	10	2
61	12	24	13	66	96	10	2
62	24	58	19	48	78	10	2
63	27	69	10	34	64	10	2
64	15	77	9	63	93	10	2
65	62	77	20	49	79	10	2
66	49	73	25	117	147	10	2
67	67	5	25	73	103	10	2
68	56	39	36	132	162	10	2
69	37	47	6	40	70	10	2
70	37	56	5	168	198	10	2
71	57	68	15	67	97	10	2
72	47	16	25	25	55	10	2
73	44	17	9	68	98	10	2
74	46	13	59	139	169	10	2
75	49	11	100	59	89	10	2
76	49	42	81	63	93	10	2
77	53	43	68	169	199	10	2
78	61	52	89	86	116	10	2
79	57	48	62	82	112	10	2
80	56	37	91	168	198	10	2
81	55	54	74	84	114	10	2
82	15	47	75	45	75	10	2
83	14	37	61	34	64	10	2
84	11	31	63	91	121	10	2
85	16	22	85	81	111	10	2
86	4	18	73	84	114	10	2
87	28	18	54	83	113	10	2
88	26	52	94	64	94	10	2
89	26	35	54	166	196	10	2
90	31	67	71	85	115	10	2
91	15	19	70	150	180	10	2
92	22	22	57	18	48	10	2
93	18	24	94	169	199	10	2
94	26	27	97	90	120	10	2
95	25	24	81	29	59	10	2
96	22	27	76	125	155	10	2
97	25	21	72	123	153	10	2
98	19	21	91	48	78	10	2
99	20	26	55	73	103	10	2
100	18	18	74	165	195	10	2
