VEHICLE	DRONE						
NUMBER	NUMBER						
11	4						
							
CUSTOMER							
CUST NO.	XCOORD.	YCOORD.	DEMAND	READY TIME	DUE DATE	SERVICE   TIME	COST
							
0	40	50	0	0	960	0	0
1	25	85	23	673	793	5	0.57
2	22	75	40	152	272	5	0.36
3	22	85	32	471	591	5	0.38
4	20	80	20	644	764	5	0.57
5	20	85	39	73	193	5	0.38
6	18	75	25	388	508	5	0.38
7	15	75	23	300	420	5	0.57
8	15	80	36	367	487	5	0.57
9	10	35	19	371	491	5	0.36
10	10	40	30	519	639	5	0.38
11	8	40	24	195	315	5	0.38
12	8	45	21	223	343	5	0.57
13	5	35	38	653	773	5	0.38
14	5	45	19	35	155	5	0.57
15	2	40	28	174	294	5	0.57
16	0	40	27	255	375	5	0.36
17	0	45	27	703	823	5	0.38
18	44	5	40	335	455	5	0.57
19	42	10	37	254	374	5	0.38
20	42	15	33	537	657	5	0.57
21	40	5	12	215	335	5	0.36
22	40	15	22	375	495	5	0.57
23	38	5	37	201	321	5	0.38
24	38	15	14	681	801	5	0.57
25	35	5	38	784	904	5	0.36
26	95	30	13	529	649	5	0.38
27	95	35	22	146	266	5	0.57
28	92	30	12	149	269	5	0.38
29	90	35	11	194	314	5	0.38
30	88	30	12	246	366	5	0.57
31	88	35	25	165	285	5	0.57
32	87	30	20	621	741	5	0.36
33	85	25	33	80	200	5	0.38
34	85	35	10	487	607	5	0.38
35	67	85	17	657	777	5	0.38
36	65	85	12	43	163	5	0.57
37	65	82	26	557	677	5	0.36
38	62	80	26	278	398	5	0.38
39	60	80	38	64	184	5	0.57
40	60	85	14	329	449	5	0.38
41	58	75	36	376	496	5	0.38
42	55	80	28	33	153	5	0.57
43	55	85	13	574	694	5	0.57
44	55	82	27	217	337	5	0.36
45	20	82	16	37	157	5	0.38
46	18	80	27	489	609	5	0.38
47	2	45	17	105	225	5	0.36
48	42	5	15	732	852	5	0.57
49	42	12	13	440	560	5	0.38
50	72	35	35	507	627	5	0.57
51	55	20	19	326	446	10	2
52	25	30	3	175	295	10	2
53	20	50	5	375	495	10	2
54	55	60	16	601	721	10	2
55	30	60	16	599	719	10	2
56	50	35	19	557	677	10	2
57	30	25	23	397	517	10	2
58	15	10	20	782	902	10	2
59	10	20	19	42	162	10	2
60	15	60	17	694	814	10	2
61	45	65	9	258	378	10	2
62	65	35	3	167	287	10	2
63	65	20	6	39	159	10	2
64	45	30	17	191	311	10	2
65	35	40	16	11	131	10	2
66	41	37	16	566	686	10	2
67	64	42	9	268	388	10	2
68	40	60	21	612	732	10	2
69	31	52	27	157	277	10	2
70	35	69	23	810	930	10	2
71	65	55	14	241	361	10	2
72	63	65	8	60	180	10	2
73	2	60	5	286	406	10	2
74	20	20	94	645	765	10	2
75	5	5	56	232	352	10	2
76	60	12	94	268	388	10	2
77	23	3	89	764	884	10	2
78	8	56	82	365	485	10	2
79	6	68	85	352	472	10	2
80	47	47	59	822	942	10	2
81	49	58	82	355	475	10	2
82	27	43	52	152	272	10	2
83	37	31	76	105	225	10	2
84	57	29	79	395	515	10	2
85	63	23	95	344	464	10	2
86	21	24	93	349	469	10	2
87	12	24	67	359	479	10	2
88	24	58	51	260	380	10	2
89	67	5	74	713	833	10	2
90	37	47	87	359	479	10	2
91	49	42	73	719	839	10	2
92	53	43	81	14	134	10	2
93	61	52	55	808	928	10	2
94	57	48	70	392	512	10	2
95	56	37	56	100	220	10	2
96	55	54	79	562	682	10	2
97	4	18	50	547	667	10	2
98	26	52	65	172	292	10	2
99	26	35	84	308	428	10	2
100	31	67	66	810	930	10	2
							
