VEHICLE INFORMATION
Type	Number	Capacity	Endurance	 Speed	 Unit cost
Truck	    3	      500	     8.00	   35	   1.000
Drone	    1	       30	     1.00	   70	   0.200

CUSTOMER INFORMATION
Id 	X	Y	Demand_D	Demand_P
0  	25.00	25.00	    0.00	    0.00
1  	48.82	45.62	   20.00	    0.00
2  	34.87	17.54	   20.00	   16.00
3  	46.35	48.92	   15.00	    0.00
4  	1.75	2.36	    3.00	    6.00
5  	32.93	3.37	   16.00	   14.00
6  	24.01	9.43	    3.00	   17.00
7  	30.41	26.26	   19.00	   11.00
8  	7.70	44.31	    6.00	   17.00
9  	19.11	12.79	    9.00	    5.00
10 	12.87	29.02	    5.00	   21.00
11 	47.34	11.83	   86.00	   25.00
12 	21.63	44.82	   11.00	    6.00
13 	12.47	28.62	    0.00	    4.00
14 	11.39	14.87	   22.00	    8.00
15 	13.67	47.23	   46.00	   32.00
16 	41.84	27.04	    2.00	   15.00
17 	20.03	36.97	   21.00	    1.00
18 	22.84	47.41	   10.00	    5.00
19 	4.45	46.24	   17.00	   13.00
20 	39.30	47.52	    3.00	   17.00
21 	37.16	48.23	   14.00	   18.00
22 	45.94	30.18	   22.00	   16.00
23 	36.22	22.90	   15.00	   16.00
24 	4.26	5.51	   22.00	    8.00
25 	15.57	15.10	    3.00	   21.00
26 	31.25	25.23	   12.00	   17.00
27 	2.18	45.75	    1.00	   15.00
28 	22.46	8.24	   13.00	    3.00
29 	21.88	0.62	   16.00	   16.00
30 	38.02	7.08	   44.00	   81.00
31 	28.04	47.34	    8.00	    5.00
32 	32.30	9.00	   19.00	   17.00
33 	26.29	35.58	    4.00	    0.00
34 	27.66	35.88	    8.00	    7.00
35 	46.14	40.05	   22.00	   10.00
36 	31.90	7.54	   24.00	    9.00
37 	1.81	22.01	   17.00	    8.00
38 	11.66	9.81	    1.00	   12.00
39 	29.00	5.11	   13.00	   17.00
40 	20.96	35.83	    3.00	   11.00
41 	18.37	28.69	   24.00	   10.00
42 	17.33	14.13	   21.00	    3.00
43 	1.49	33.65	   23.00	   18.00
44 	6.62	4.63	    0.00	   14.00
45 	21.48	0.82	   15.00	   23.00
46 	6.28	6.35	   13.00	   15.00
47 	17.99	8.45	    0.00	   23.00
48 	18.59	18.00	   21.00	   20.00
49 	22.17	31.22	    9.00	   15.00
50 	8.44	34.73	   10.00	   18.00
51 	25.00	25.00	    0.00	    0.00

Distance For Drone
    0	    1	    31.5
    0	    2	    12.4
    0	    3	    32.1
    0	    4	    32.5
    0	    5	    23.0
    0	    6	    15.6
    0	    7	     5.6
    0	    8	    25.9
    0	    9	    13.6
    0	   10	    12.8
    0	   11	    25.9
    0	   12	    20.1
    0	   13	    13.0
    0	   14	    17.0
    0	   15	    25.0
    0	   16	    17.0
    0	   17	    13.0
    0	   18	    22.5
    0	   19	    29.6
    0	   20	    26.7
    0	   21	    26.2
    0	   22	    21.6
    0	   23	    11.4
    0	   24	    28.5
    0	   25	    13.7
    0	   26	     6.3
    0	   27	    30.8
    0	   28	    17.0
    0	   29	    24.6
    0	   30	    22.2
    0	   31	    22.5
    0	   32	    17.6
    0	   33	    10.7
    0	   34	    11.2
    0	   35	    25.9
    0	   36	    18.8
    0	   37	    23.4
    0	   38	    20.2
    0	   39	    20.3
    0	   40	    11.6
    0	   41	     7.6
    0	   42	    13.3
    0	   43	    25.1
    0	   44	    27.4
    0	   45	    24.4
    0	   46	    26.4
    0	   47	    18.0
    0	   48	     9.5
    0	   49	     6.8
    0	   50	    19.2
    1	    2	    31.4
    1	    3	     4.1
    1	    4	    63.9
    1	    5	    45.1
    1	    6	    43.9
    1	    7	    26.7
    1	    8	    41.1
    1	    9	    44.3
    1	   10	    39.6
    1	   11	    33.8
    1	   12	    27.2
    1	   13	    40.1
    1	   14	    48.4
    1	   15	    35.2
    1	   16	    19.8
    1	   17	    30.1
    1	   18	    26.0
    1	   19	    44.4
    1	   20	     9.7
    1	   21	    11.9
    1	   22	    15.7
    1	   23	    26.0
    1	   24	    60.0
    1	   25	    45.1
    1	   26	    26.9
    1	   27	    46.6
    1	   28	    45.7
    1	   29	    52.4
    1	   30	    40.0
    1	   31	    20.9
    1	   32	    40.2
    1	   33	    24.7
    1	   34	    23.3
    1	   35	     6.2
    1	   36	    41.7
    1	   37	    52.6
    1	   38	    51.6
    1	   39	    45.1
    1	   40	    29.5
    1	   41	    34.8
    1	   42	    44.5
    1	   43	    48.8
    1	   44	    58.8
    1	   45	    52.5
    1	   46	    57.9
    1	   47	    48.3
    1	   48	    40.9
    1	   49	    30.3
    1	   50	    41.8
    1	   51	    31.5
    2	    1	    31.4
    2	    3	    33.4
    2	    4	    36.4
    2	    5	    14.3
    2	    6	    13.6
    2	    7	     9.8
    2	    8	    38.1
    2	    9	    16.5
    2	   10	    24.8
    2	   11	    13.7
    2	   12	    30.3
